Site_ID,Grade_Description,Date,Price,Profit,Volume,Competitor_Price,Fuel_Cost
10838,Premium Gas,2019-01-17,2.549,42.83,74.35,2.5315,1.655877999
10838,Unleaded Gas,2019-01-17,1.949,49.62,521.99,1.829,1.43
10838,Midgrade Gas,2019-01-18,2.249,14.52,38.98,2.2165,1.580825954
10838,Premium Gas,2019-01-18,2.549,71.46,124.04,2.5265,1.658336461
10838,Unleaded Gas,2019-01-18,1.949,60.87,621.19,1.824,1.4528
10838,Midgrade Gas,2019-01-19,2.249,13.68,36.75,2.2165,1.5731656669999998
10838,Premium Gas,2019-01-19,2.549,55.02,95.48,2.5265,1.674192765
10838,Unleaded Gas,2019-01-19,1.949,53.06,543.87,1.824,1.4528
10838,Midgrade Gas,2019-01-20,2.249,21.55,57.85,2.209,1.561180932
10838,Premium Gas,2019-01-20,2.549,54.34,94.3,2.519,1.668846033
10838,Unleaded Gas,2019-01-20,1.949,21.26,248.92,1.8165,1.4528
10838,Midgrade Gas,2019-01-21,2.299,3.24,8.93,2.204,1.551011461
10838,Premium Gas,2019-01-21,2.599,76.74,129.94,2.514,1.670957688
10838,Unleaded Gas,2019-01-21,1.999,74.33,590.62,1.869,1.4528
10838,Midgrade Gas,2019-01-22,2.299,35.33,83.62,2.2465,1.51584447
10838,Premium Gas,2019-01-22,2.599,50.36,80.42,2.5965,1.592057878
10838,Unleaded Gas,2019-01-22,1.999,110.48,735.03,1.9965,1.4015
10838,Midgrade Gas,2019-01-23,2.299,25.18,59.63,2.2465,1.46594202
10838,Premium Gas,2019-01-23,2.599,83.51,133.34,2.539,1.587185115
10838,Unleaded Gas,2019-01-23,1.999,86.32,579.81,1.9965,1.3857
10838,Midgrade Gas,2019-01-24,2.299,18.71,44.29,2.2465,1.501574879
10838,Premium Gas,2019-01-24,2.599,75.33,120.28,2.5965,1.570862687
10838,Unleaded Gas,2019-01-24,1.999,91.24,640.82,1.9965,1.3876
10838,Midgrade Gas,2019-01-25,2.259,7.0,18.31,2.2465,1.514488946
10838,Premium Gas,2019-01-25,2.559,91.6,154.18,2.5965,1.612482164
10838,Unleaded Gas,2019-01-25,1.959,86.41,732.81,1.9915,1.3894
10838,Midgrade Gas,2019-01-26,2.259,1.23,3.43,2.2865,1.494123134
10838,Premium Gas,2019-01-26,2.559,54.05,93.72,2.5815,1.615192027
10838,Unleaded Gas,2019-01-26,1.959,51.18,668.13,1.979,1.3894
10838,Midgrade Gas,2019-01-27,2.259,40.71,114.13,2.2865,1.484181785
10838,Premium Gas,2019-01-27,2.559,50.62,87.79,2.5815,1.562338148
10838,Unleaded Gas,2019-01-27,1.959,24.18,306.57,1.9715,1.3894
10838,Midgrade Gas,2019-01-28,2.259,6.4,17.92,2.2665,1.4327520669999998
10838,Premium Gas,2019-01-28,2.559,31.65,54.87,2.574,1.523284804
10838,Unleaded Gas,2019-01-28,1.959,60.03,821.42,1.959,1.3331
10838,Midgrade Gas,2019-01-29,2.219,46.06,143.55,2.254,1.461736841
10838,Premium Gas,2019-01-29,2.519,44.42,81.37,2.5465,1.566746116
10838,Unleaded Gas,2019-01-29,1.919,22.47,528.48,1.929,1.3509
10838,Midgrade Gas,2019-01-30,2.199,28.4,95.67,2.254,1.471642176
10838,Premium Gas,2019-01-30,2.499,82.6,159.74,2.5715,1.563054853
10838,Unleaded Gas,2019-01-30,1.899,6.77,569.98,1.924,1.3823
10838,Midgrade Gas,2019-01-31,2.199,13.04,43.95,2.2465,1.444012096
10838,Premium Gas,2019-01-31,2.499,28.0,54.17,2.5415,1.5499392180000002
10838,Unleaded Gas,2019-01-31,1.899,11.89,658.93,1.9065,1.3627
10838,Midgrade Gas,2019-02-01,2.1790000000000003,25.06,89.63,2.2465,1.561956215
10838,Premium Gas,2019-02-01,2.479,47.23,94.15,2.5315,1.608110842
10838,Unleaded Gas,2019-02-01,1.879,-3.26,674.41,1.899,1.4369
10838,Midgrade Gas,2019-02-02,2.1790000000000003,15.68,56.65,2.2365,1.533446123
10838,Premium Gas,2019-02-02,2.479,79.99,161.03,2.524,1.61917579
10838,Unleaded Gas,2019-02-02,1.879,-8.72,499.69,1.899,1.4369
10838,Midgrade Gas,2019-02-03,2.1790000000000003,14.93,53.97,2.2365,1.52088646
10838,Premium Gas,2019-02-03,2.479,47.99,96.63,2.529,1.630057599
10838,Unleaded Gas,2019-02-03,1.879,0.75,457.97,1.899,1.4369
10838,Midgrade Gas,2019-02-04,2.299,12.53,41.83,2.2365,1.55312735
10838,Premium Gas,2019-02-04,2.599,54.18,98.32,2.529,1.603465193
10838,Unleaded Gas,2019-02-04,1.999,22.42,632.42,1.949,1.4323
10838,Midgrade Gas,2019-02-05,2.299,12.14,30.64,2.3040000000000003,1.535827484
10838,Premium Gas,2019-02-05,2.599,62.41,101.23,2.609,1.621805829
10838,Unleaded Gas,2019-02-05,1.999,74.1,686.85,1.9965,1.4259
10838,Midgrade Gas,2019-02-06,2.299,25.51,64.3,2.299,1.5805671959999998
10838,Premium Gas,2019-02-06,2.599,64.28,104.22,2.604,1.664934657
10838,Unleaded Gas,2019-02-06,1.999,67.78,673.47,1.9915,1.4591
10838,Midgrade Gas,2019-02-07,2.279,49.09,129.48,2.294,1.51038384
10838,Premium Gas,2019-02-07,2.579,69.31,114.09,2.599,1.600839354
10838,Unleaded Gas,2019-02-07,1.979,74.65,741.98,1.9865,1.4258
10838,Midgrade Gas,2019-02-08,2.259,28.75,88.04,2.289,1.53087127
10838,Premium Gas,2019-02-08,2.559,38.53,69.5,2.594,1.622310273
10838,Unleaded Gas,2019-02-08,1.959,30.7,727.12,1.9765,1.4464
10838,Midgrade Gas,2019-02-09,2.259,1.07,3.32,2.269,1.567499372
10838,Premium Gas,2019-02-09,2.559,74.35,136.14,2.574,1.6448878
10838,Unleaded Gas,2019-02-09,1.959,18.67,538.23,1.954,1.4464
10838,Midgrade Gas,2019-02-10,2.259,20.4,63.12,2.269,1.542481066
10838,Premium Gas,2019-02-10,2.559,64.5,118.09,2.574,1.61706909
10838,Unleaded Gas,2019-02-10,1.959,8.36,362.59,1.954,1.4464
10838,Midgrade Gas,2019-02-11,2.239,18.53,61.19,2.264,1.530891954
10838,Premium Gas,2019-02-11,2.539,61.87,115.61,2.569,1.60545768
10838,Unleaded Gas,2019-02-11,1.939,10.72,428.81,1.949,1.4192
10838,Midgrade Gas,2019-02-12,2.219,14.91,50.33,2.259,1.546970634
10838,Premium Gas,2019-02-12,2.519,86.1,166.54,2.5565,1.652164884
10838,Unleaded Gas,2019-02-12,1.919,9.67,892.19,1.9315,1.4272
10838,Midgrade Gas,2019-02-13,2.219,12.12,42.84,2.259,1.542813084
10838,Premium Gas,2019-02-13,2.519,70.24,138.79,2.5565,1.669566759
10838,Unleaded Gas,2019-02-13,1.919,2.77,829.64,1.9315,1.4651
10838,Midgrade Gas,2019-02-14,2.459,32.96,81.8,2.314,1.621726421
10838,Premium Gas,2019-02-14,2.759,111.25,171.06,2.6815,1.6902932380000002
10838,Unleaded Gas,2019-02-14,2.1590000000000003,97.67,802.14,2.0565,1.5085
10838,Premium Gas,2019-02-15,2.759,153.5,205.72,2.6815,1.7867022119999998
10838,Midgrade Gas,2019-02-16,2.459,23.76,45.45,2.384,1.697642126
10838,Premium Gas,2019-02-16,2.759,105.72,141.72,2.6815,1.773414862
10838,Unleaded Gas,2019-02-16,2.1590000000000003,165.54,687.94,2.154,1.5729
10838,Midgrade Gas,2019-02-17,2.459,21.36,50.57,2.369,1.672314183
10838,Premium Gas,2019-02-17,2.759,79.96,120.4,2.6665,1.7611831059999998
10838,Unleaded Gas,2019-02-17,2.1590000000000003,57.37,450.92,2.1365,1.5729
10838,Midgrade Gas,2019-02-18,2.459,2.13,5.09,2.359,1.674853028
10838,Premium Gas,2019-02-18,2.759,103.13,155.33,2.6565,1.7464916
10838,Unleaded Gas,2019-02-18,2.1590000000000003,87.83,683.35,2.119,1.5729
10838,Midgrade Gas,2019-02-19,2.459,39.87,94.36,2.3515,1.6502845380000002
10838,Premium Gas,2019-02-19,2.759,77.77,117.09,2.689,1.7749397340000002
10838,Unleaded Gas,2019-02-19,2.1590000000000003,56.11,433.95,2.1115,1.5638
10838,Midgrade Gas,2019-02-20,2.399,18.91,48.65,2.3815,1.715544029
10838,Premium Gas,2019-02-20,2.699,76.29,125.23,2.649,1.778392302
10838,Unleaded Gas,2019-02-20,2.099,87.87,1040.71,2.109,1.5981
10838,Midgrade Gas,2019-02-21,2.399,28.6,78.89,2.379,1.710331693
10838,Premium Gas,2019-02-21,2.699,62.43,103.35,2.6465,1.841927849
10838,Unleaded Gas,2019-02-21,2.099,64.64,887.36,2.104,1.6144
10838,Midgrade Gas,2019-02-22,2.399,17.63,48.61,2.369,1.70727309
10838,Premium Gas,2019-02-22,2.699,71.56,118.46,2.6365,1.811864479
10838,Unleaded Gas,2019-02-22,2.099,47.71,795.12,2.099,1.6112
10838,Midgrade Gas,2019-02-23,2.399,51.31,141.53,2.369,1.68820373
10838,Premium Gas,2019-02-23,2.699,77.81,128.8,2.6365,1.7881974580000002
10838,Unleaded Gas,2019-02-23,2.099,46.05,744.01,2.099,1.6112
10838,Midgrade Gas,2019-02-24,2.399,8.41,23.14,2.369,1.711858506
10838,Premium Gas,2019-02-24,2.699,87.94,145.53,2.6365,1.7891502469999998
10838,Unleaded Gas,2019-02-24,2.099,42.42,643.39,2.099,1.6112
10838,Midgrade Gas,2019-02-25,2.399,16.78,46.31,2.3615,1.6319770530000002
10838,Premium Gas,2019-02-25,2.699,154.83,256.26,2.659,1.771107397
10838,Unleaded Gas,2019-02-25,2.099,42.85,635.14,2.0915,1.5452
10838,Midgrade Gas,2019-02-26,2.559,30.35,75.84,2.3615,1.7066890119999998
10838,Premium Gas,2019-02-26,2.859,71.06,103.13,2.659,1.795680665
10838,Unleaded Gas,2019-02-26,2.259,68.08,756.67,2.1315,1.5863
10838,Midgrade Gas,2019-02-27,2.559,66.59,140.53,2.4090000000000003,1.721346035
10838,Premium Gas,2019-02-27,2.859,69.44,95.51,2.7615,1.819009898
10838,Unleaded Gas,2019-02-27,2.259,104.92,632.96,2.209,1.634
10838,Midgrade Gas,2019-02-28,2.539,46.46,100.73,2.4090000000000003,1.737072861
10838,Premium Gas,2019-02-28,2.839,85.82,120.74,2.7615,1.843105647
10838,Unleaded Gas,2019-02-28,2.239,126.91,817.27,2.2465,1.6293
10838,Midgrade Gas,2019-03-01,2.499,42.05,98.26,2.454,1.85000378
10838,Premium Gas,2019-03-01,2.799,66.79,98.04,2.7565,1.90415651
10838,Unleaded Gas,2019-03-01,2.199,99.75,851.27,2.2565,1.7303
10838,Midgrade Gas,2019-03-02,2.499,54.1,130.73,2.404,1.823329256
10838,Premium Gas,2019-03-02,2.799,74.96,112.35,2.7565,1.935772797
10838,Unleaded Gas,2019-03-02,2.199,87.19,794.6,2.2565,1.7303
10838,Midgrade Gas,2019-03-03,2.499,34.74,83.98,2.4015,1.842094284
10838,Premium Gas,2019-03-03,2.799,46.43,69.58,2.8315,1.955536775
10838,Unleaded Gas,2019-03-03,2.199,43.26,442.22,2.224,1.7303
10838,Midgrade Gas,2019-03-04,2.479,12.31,31.25,2.4215,1.841670058
10838,Premium Gas,2019-03-04,2.779,108.02,165.5,2.7265,1.955365868
10838,Unleaded Gas,2019-03-04,2.1790000000000003,75.02,764.46,2.2115,1.749
10838,Midgrade Gas,2019-03-05,2.479,26.21,66.59,2.414,1.856278131
10838,Premium Gas,2019-03-05,2.779,79.35,122.6,2.724,1.943784602
10838,Unleaded Gas,2019-03-05,2.1790000000000003,90.04,929.6,2.2065,1.7674
10838,Midgrade Gas,2019-03-06,2.459,31.24,82.43,2.4965,1.91604165
10838,Premium Gas,2019-03-06,2.759,75.83,119.79,2.7165,2.001171657
10838,Unleaded Gas,2019-03-06,2.1590000000000003,57.26,799.97,2.164,1.789
10838,Midgrade Gas,2019-03-07,2.459,16.35,43.74,2.404,1.877868097
10838,Premium Gas,2019-03-07,2.759,85.45,136.24,2.709,2.009665874
10838,Unleaded Gas,2019-03-07,2.1590000000000003,64.46,902.21,2.1515,1.8054
10838,Midgrade Gas,2019-03-08,2.459,6.01,24.79,2.404,1.907608679
10838,Premium Gas,2019-03-08,2.759,63.85,132.4,2.709,1.996890035
10838,Unleaded Gas,2019-03-08,2.1590000000000003,-51.87,911.72,2.1515,1.8017
10838,Midgrade Gas,2019-03-09,2.479,15.35,60.4,2.404,1.893697733
10838,Premium Gas,2019-03-09,2.779,82.85,166.65,2.709,1.992074145
10838,Unleaded Gas,2019-03-09,2.1790000000000003,-31.2,677.37,2.1665,1.8017
10838,Midgrade Gas,2019-03-10,2.479,12.98,49.51,2.404,1.910129423
10838,Premium Gas,2019-03-10,2.779,69.03,137.41,2.709,1.986604022
10838,Unleaded Gas,2019-03-10,2.1790000000000003,-10.18,316.69,2.1665,1.8017
10838,Midgrade Gas,2019-03-11,2.699,4.95,12.1,2.5415,1.935591592
10838,Premium Gas,2019-03-11,2.999,82.28,122.71,2.779,2.043522946
10838,Unleaded Gas,2019-03-11,2.399,102.49,652.27,2.299,1.826
10838,Midgrade Gas,2019-03-12,2.699,8.07,16.77,2.5415,1.902503579
10838,Premium Gas,2019-03-12,2.999,42.4,58.68,2.8465,1.986360969
10838,Unleaded Gas,2019-03-12,2.399,114.18,614.67,2.3665,1.8155
10838,Midgrade Gas,2019-03-13,2.699,28.77,59.68,2.5415,1.964274445
10838,Premium Gas,2019-03-13,2.999,38.89,53.86,2.8315,2.060593926
10838,Unleaded Gas,2019-03-13,2.399,90.0,480.83,2.369,1.8568
10838,Midgrade Gas,2019-03-14,2.699,36.11,74.86,2.5415,1.959817603
10838,Premium Gas,2019-03-14,2.999,60.14,83.25,2.8465,2.050990829
10838,Unleaded Gas,2019-03-14,2.399,129.34,711.41,2.369,1.8495
10838,Midgrade Gas,2019-03-15,2.669,42.91,94.62,2.5340000000000003,1.952845887
10838,Premium Gas,2019-03-15,2.969,60.25,86.7,2.839,2.047357812
10838,Unleaded Gas,2019-03-15,2.369,123.52,737.21,2.3615,1.8577
10838,Midgrade Gas,2019-03-16,2.669,28.78,63.64,2.5340000000000003,1.983347728
10838,Premium Gas,2019-03-16,2.969,87.75,126.73,2.824,2.056084766
10838,Unleaded Gas,2019-03-16,2.369,118.54,761.78,2.3615,1.8577
10838,Midgrade Gas,2019-03-17,2.669,23.78,52.61,2.5340000000000003,1.93796455
10838,Premium Gas,2019-03-17,2.969,61.62,89.03,2.824,2.077808923
10838,Unleaded Gas,2019-03-17,2.369,62.41,394.21,2.354,1.8577
10838,Midgrade Gas,2019-03-18,2.799,21.47,54.31,2.519,2.006777039
10838,Premium Gas,2019-03-18,3.099,61.59,95.16,2.824,2.091021547
10838,Unleaded Gas,2019-03-18,2.499,51.37,595.56,2.4015,1.8828
10838,Midgrade Gas,2019-03-22,2.759,41.31,93.81,2.714,2.003809099
10838,Premium Gas,2019-03-22,3.059,60.93,91.31,3.0265,2.11760947
10838,Unleaded Gas,2019-03-22,2.459,129.94,838.05,2.464,1.9259
10838,Midgrade Gas,2019-03-23,2.759,20.1,46.05,2.7015,2.051655805
10838,Premium Gas,2019-03-23,3.059,59.95,89.84,3.014,2.137677624
10838,Unleaded Gas,2019-03-23,2.459,92.99,641.37,2.424,1.9259
10838,Midgrade Gas,2019-03-24,2.759,15.65,35.85,2.7015,2.051660167
10838,Premium Gas,2019-03-24,3.059,98.04,146.91,3.014,2.143788176
10838,Unleaded Gas,2019-03-24,2.459,103.65,702.53,2.424,1.9259
10838,Midgrade Gas,2019-03-25,2.759,13.18,30.18,2.674,2.0380544680000003
10838,Premium Gas,2019-03-25,3.059,121.98,182.78,3.0415,2.1601088230000003
10838,Unleaded Gas,2019-03-25,2.459,101.56,712.19,2.4815,1.9379
10838,Midgrade Gas,2019-03-26,2.899,46.7,81.0,2.799,2.038609912
10838,Premium Gas,2019-03-26,3.199,29.58,36.64,3.084,2.154336717
10838,Unleaded Gas,2019-03-26,2.599,199.52,818.08,2.569,1.9557
10838,Midgrade Gas,2019-03-27,2.899,22.23,45.07,2.799,2.019037356
10838,Premium Gas,2019-03-27,3.199,34.18,45.39,3.084,2.083346427
10838,Unleaded Gas,2019-03-27,2.599,171.15,884.02,2.579,1.8955
10838,Midgrade Gas,2019-03-28,2.899,40.22,81.51,2.839,1.954839164
10838,Premium Gas,2019-03-28,3.199,65.79,87.37,3.084,2.063179167
10838,Unleaded Gas,2019-03-28,2.599,150.58,777.21,2.5615,1.8799
10838,Midgrade Gas,2019-03-29,2.899,62.26,126.19,2.849,2.001049625
10838,Premium Gas,2019-03-29,3.199,124.41,165.25,3.0615,2.07154397
10838,Unleaded Gas,2019-03-29,2.599,146.59,788.41,2.559,1.8956
10838,Midgrade Gas,2019-03-30,2.899,28.96,58.67,2.8715,2.002522527
10838,Premium Gas,2019-03-30,3.199,61.79,82.08,3.084,2.098635929
10838,Unleaded Gas,2019-03-30,2.599,104.36,557.04,2.559,1.8956
10838,Midgrade Gas,2019-03-31,2.899,36.03,73.03,2.8715,1.967410755
10838,Premium Gas,2019-03-31,3.199,139.7,185.54,3.084,2.068020021
10838,Unleaded Gas,2019-03-31,2.599,95.11,517.27,2.559,1.8956
10838,Midgrade Gas,2019-04-01,2.859,30.6,65.22,2.8565,1.981456214
10838,Premium Gas,2019-04-01,3.159,46.71,65.49,3.069,2.086235055
10838,Unleaded Gas,2019-04-01,2.559,135.79,884.45,2.544,1.8989
10838,Midgrade Gas,2019-04-02,2.829,49.79,116.65,2.8565,2.018880676
10838,Premium Gas,2019-04-02,3.129,105.44,153.91,3.069,2.157610426
10838,Unleaded Gas,2019-04-02,2.529,110.72,913.99,2.5340000000000003,1.9285
10838,Midgrade Gas,2019-04-03,2.799,44.74,111.71,2.839,2.049847424
10838,Premium Gas,2019-04-03,3.099,63.19,95.33,3.0515,2.161442702
10838,Unleaded Gas,2019-04-03,2.499,68.19,718.67,2.5265,1.9512
10838,Midgrade Gas,2019-04-04,2.799,29.26,74.32,2.8165,2.014779042
10838,Premium Gas,2019-04-04,3.099,21.36,32.73,3.0465,2.126379386
10838,Unleaded Gas,2019-04-04,2.499,64.11,758.67,2.4965,1.9399
10838,Midgrade Gas,2019-04-05,2.799,36.78,93.5,2.809,2.06546435
10838,Premium Gas,2019-04-05,3.099,49.96,76.53,3.039,2.179685167
10838,Unleaded Gas,2019-04-05,2.499,64.78,746.75,2.489,1.9687
10838,Midgrade Gas,2019-04-06,2.799,32.51,98.51,2.804,2.097007569
10838,Premium Gas,2019-04-06,3.099,60.41,101.81,3.029,2.192546304
10838,Unleaded Gas,2019-04-06,2.499,19.4,839.64,2.479,1.9687
10838,Midgrade Gas,2019-04-07,2.799,25.36,76.84,2.799,2.043577295
10838,Premium Gas,2019-04-07,3.099,94.58,159.45,3.029,2.1779091630000003
10838,Unleaded Gas,2019-04-07,2.499,14.9,653.31,2.4765,1.9687
10838,Midgrade Gas,2019-04-08,2.799,28.81,87.28,2.799,2.101828903
10838,Premium Gas,2019-04-08,3.099,92.61,156.08,3.029,2.206141021
10838,Unleaded Gas,2019-04-08,2.499,14.7,785.31,2.479,1.988
10838,Midgrade Gas,2019-04-10,2.999,40.01,121.21,2.824,2.165866481
10838,Premium Gas,2019-04-10,3.299,91.17,153.66,3.029,2.287744776
10838,Unleaded Gas,2019-04-10,2.699,41.73,1625.94,2.684,2.0692
10838,Midgrade Gas,2019-04-11,2.999,66.25,169.51,2.9515,2.146540805
10838,Premium Gas,2019-04-11,3.299,119.51,182.81,3.094,2.20665605
10838,Midgrade Gas,2019-04-12,2.999,45.63,85.58,2.979,2.141666838
10838,Premium Gas,2019-04-12,3.299,160.44,202.26,3.149,2.2112421280000003
10838,Unleaded Gas,2019-04-12,2.699,292.79,1304.35,2.6815,2.037
10838,Midgrade Gas,2019-04-13,2.999,24.66,52.29,2.9765,2.1576028380000003
10838,Premium Gas,2019-04-13,3.299,65.97,89.45,3.0865,2.240348008
10838,Unleaded Gas,2019-04-13,2.699,77.15,460.17,2.6615,2.037
10838,Midgrade Gas,2019-04-14,2.999,76.69,162.9,2.974,2.150457793
10838,Premium Gas,2019-04-14,3.299,140.61,190.62,3.132333333,2.214239504
10838,Unleaded Gas,2019-04-14,2.699,189.76,1019.74,2.659,2.037
10838,Midgrade Gas,2019-04-15,2.959,39.21,90.86,2.9615,2.139824066
10838,Premium Gas,2019-04-15,3.259,61.51,88.16,3.184,2.210796676
10838,Unleaded Gas,2019-04-15,2.659,62.01,734.12,2.659,2.0118
10838,Midgrade Gas,2019-04-16,2.959,56.34,130.55,2.9615,2.129242928
10838,Premium Gas,2019-04-16,3.259,70.32,100.78,3.184,2.216686631
10838,Unleaded Gas,2019-04-16,2.659,123.13,969.99,2.659,2.0317
10838,Midgrade Gas,2019-04-17,2.939,26.51,62.93,2.929,2.142110789
10838,Premium Gas,2019-04-17,3.239,87.89,128.43,3.1515,2.25471176
10838,Unleaded Gas,2019-04-17,2.639,95.52,834.26,2.6365,2.0418
10838,Midgrade Gas,2019-04-18,2.939,43.39,105.43,2.924,2.200121467
10838,Premium Gas,2019-04-18,3.239,132.28,195.21,3.1465,2.246233736
10838,Unleaded Gas,2019-04-18,2.639,92.47,954.52,2.6215,2.0722
10838,Midgrade Gas,2019-04-19,2.939,47.69,115.81,2.919,2.170223774
10838,Premium Gas,2019-04-19,3.239,121.56,179.36,3.1415,2.301407733
10838,Unleaded Gas,2019-04-19,2.639,91.32,848.66,2.6165,2.0722
10838,Midgrade Gas,2019-04-21,2.939,64.26,172.8,2.9165,2.198997179
10838,Unleaded Gas,2019-04-21,2.639,99.04,1393.62,2.6015,2.0722
10838,Midgrade Gas,2019-04-22,2.959,59.06,158.86,2.9165,2.22110532
10838,Premium Gas,2019-04-22,3.259,79.32,126.02,3.1365,2.339977395
10838,Unleaded Gas,2019-04-22,2.659,91.19,1348.63,2.694,2.1298
10838,Midgrade Gas,2019-04-23,3.099,20.01,53.77,2.9815,2.230304099
10838,Premium Gas,2019-04-23,3.399,66.93,106.35,3.259,2.326710965
10838,Unleaded Gas,2019-04-23,2.799,77.01,1203.25,2.799,2.1316
10838,Midgrade Gas,2019-04-24,3.079,43.54,88.71,2.9765,2.234652625
10838,Premium Gas,2019-04-24,3.379,88.39,117.73,3.254,2.337553971
10838,Unleaded Gas,2019-04-24,2.779,156.48,1022.95,2.794,2.1285
10838,Midgrade Gas,2019-04-25,3.069,39.61,78.13,3.069,2.247195102
10838,Premium Gas,2019-04-25,3.369,130.62,171.05,3.249,2.335368125
10838,Unleaded Gas,2019-04-25,2.769,213.07,1048.2,2.7815,2.1321
10838,Midgrade Gas,2019-04-26,3.039,39.85,89.39,3.0115,2.214931319
10838,Premium Gas,2019-04-26,3.339,98.42,145.41,3.239,2.279174057
10838,Unleaded Gas,2019-04-26,2.739,219.89,1368.25,2.774,2.1006
10838,Midgrade Gas,2019-04-27,3.039,60.63,136.73,3.0315,2.185644649
10838,Premium Gas,2019-04-27,3.339,95.87,142.24,3.3115,2.274544269
10838,Unleaded Gas,2019-04-27,2.739,143.33,884.26,2.744,2.1006
10838,Midgrade Gas,2019-04-28,3.039,40.09,89.22,3.0315,2.200848267
10838,Premium Gas,2019-04-28,3.339,76.43,113.4,3.3015,2.292872205
10838,Unleaded Gas,2019-04-28,2.739,120.23,687.87,2.744,2.1006
10838,Midgrade Gas,2019-04-29,2.959,24.29,63.42,3.014,2.1680906230000003
10838,Premium Gas,2019-04-29,3.259,18.66,31.41,3.3015,2.295794325
10838,Unleaded Gas,2019-04-29,2.659,53.84,664.7,2.7315,2.0828
