Site_ID,Grade_Description,Date,Price,Profit,Volume,Competitor_Price,Fuel_Cost
10818,Midgrade Gas,2019-01-03,2.599,0.0,0.0,2.365666667,1.454955269
10818,Midgrade Gas,2019-01-10,2.599,0.0,0.0,2.3115,1.508636757
10818,Premium Gas,2019-01-10,2.849,0.0,0.0,2.755666667,1.611578631
10818,Midgrade Gas,2019-01-13,2.599,0.0,0.0,2.374,1.5073727
10818,Premium Gas,2019-01-13,2.849,0.0,0.0,2.749,1.616661505
10818,Midgrade Gas,2019-02-08,2.499,25.25,51.56,2.309,1.53087127
10818,Premium Gas,2019-02-08,2.749,84.82,123.02,2.549,1.622310273
10818,Unleaded Gas,2019-02-08,1.999,16.4,231.09,1.977,1.4464
10818,Midgrade Gas,2019-02-09,2.499,113.66,210.63,2.309,1.567499372
10818,Premium Gas,2019-02-09,2.749,178.52,252.38,2.549,1.6448878
10818,Unleaded Gas,2019-02-09,1.999,95.71,1580.19,1.977,1.4464
10818,Midgrade Gas,2019-02-10,2.499,93.87,177.12,2.249,1.542481066
10818,Premium Gas,2019-02-10,2.749,216.92,303.65,2.549,1.61706909
10818,Unleaded Gas,2019-02-10,1.999,106.49,1540.11,1.977,1.4464
10818,Midgrade Gas,2019-02-11,2.499,68.07,132.29,2.249,1.530891954
10818,Premium Gas,2019-02-11,2.749,175.29,248.85,2.549,1.60545768
10818,Unleaded Gas,2019-02-11,1.999,75.47,1255.31,1.977,1.4192
10818,Midgrade Gas,2019-02-12,2.499,92.46,174.06,2.279,1.546970634
10818,Premium Gas,2019-02-12,2.749,342.17,491.76,2.549,1.652164884
10818,Unleaded Gas,2019-02-12,1.999,98.74,1455.58,1.977,1.4272
10818,Midgrade Gas,2019-02-13,2.499,52.42,98.88,2.279,1.542813084
10818,Premium Gas,2019-02-13,2.749,336.2,475.26,2.549,1.669566759
10818,Unleaded Gas,2019-02-13,1.999,105.79,1355.5,1.977,1.4651
10818,Midgrade Gas,2019-02-14,2.499,135.48,253.38,2.279,1.621726421
10818,Premium Gas,2019-02-14,2.749,145.42,207.63,2.564,1.6902932380000002
10818,Unleaded Gas,2019-02-14,1.999,125.96,1643.38,1.985,1.5085
10818,Midgrade Gas,2019-02-15,2.539,158.05,279.97,2.293,1.658023231
10818,Premium Gas,2019-02-15,2.789,302.44,407.43,2.564,1.7867022119999998
10818,Unleaded Gas,2019-02-15,2.039,221.6,2081.78,2.015,1.5729
10818,Midgrade Gas,2019-02-16,2.539,89.93,179.98,2.293,1.697642126
10818,Premium Gas,2019-02-16,2.789,292.04,434.1,2.632333333,1.773414862
10818,Unleaded Gas,2019-02-16,2.039,58.66,1394.43,2.047,1.5729
10818,Midgrade Gas,2019-02-17,2.539,111.88,220.67,2.293,1.672314183
