SalesTransactionID,SaleDateTime,LocationID,ShipTo,SaleAmount,SaleTaxAmount,TotalSaleAmount,FeeAmount,FeePcntRate,PerTranAmount,Dispensed_Fuel_Additives_Quantity,Dispensed_Fuel_Additives_Amount,Merchandise_Quantity,Merchandise_Amount
3187969556,23:00.0,9551,117653600,5.73,0.44,5.73,-0.23,0.0095,0.18,0,0,2,5.29
3187969558,03:00.0,10778,283251700,5.48,0.3,5.48,-0.23,0.0095,0.18,0,0,2,5.18
3187969564,20:00.0,10778,283251700,5.11,0.13,5.11,-0.23,0.0095,0.18,0,0,2,4.98
3187969637,05:00.0,13266,683567200,5.6,0.32,5.6,-0.23,0.0095,0.18,0,0,2,5.28
3187969650,15:00.0,11447,448646000,5.17,0.39,5.17,-0.23,0.0095,0.18,0,0,2,4.78
3187969651,55:00.0,11447,448646000,5.01,0.13,5.01,-0.23,0.0095,0.18,0,0,2,4.88
3187969657,23:00.0,9551,117653600,5.61,0.43,5.61,-0.23,0.0095,0.18,0,0,2,5.18
3187969663,36:00.0,9551,117653600,5.46,0.18,5.46,-0.23,0.0095,0.18,0,0,2,5.28
3187969721,34:00.0,9724,165573700,5.41,0.41,5.41,-0.23,0.0095,0.18,0,0,2,5
3187969728,59:00.0,11720,591405600,5.41,0.41,5.41,-0.23,0.0095,0.18,0,0,2,5
3187969739,43:00.0,13257,689421600,5.65,0.27,5.65,-0.23,0.0095,0.18,0,0,2,5.38
3187969743,00:00.0,13257,689421600,5.23,0.25,5.23,-0.23,0.0095,0.18,0,0,2,4.98
3187969764,25:00.0,9738,199647900,5.39,0.41,5.39,-0.23,0.0095,0.18,0,0,2,4.98
3187969832,30:00.0,12567,601823800,5.04,0.26,5.04,-0.23,0.0095,0.18,0,0,2,4.78
3187862215,08:00.0,11425,488746900,6.29,0.21,6.29,-0.24,0.0095,0.18,0,0,2,6.08
3187862218,41:00.0,11425,488746900,6.78,0.5,6.78,-0.24,0.0095,0.18,0,0,2,6.28
3187863290,37:00.0,14391,896033800,5.95,0.45,5.95,-0.24,0.0095,0.18,0,0,2,5.5
3187863691,29:00.0,14391,896033800,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187864077,55:00.0,14111,855106100,5.97,0.09,5.97,-0.24,0.0095,0.18,0,0,2,5.88
3187864681,15:00.0,14111,855106100,6.13,0.45,6.13,-0.24,0.0095,0.18,0,0,2,5.68
3187864895,02:00.0,14111,855106100,6.28,0.4,6.28,-0.24,0.0095,0.18,0,0,2,5.88
3187864952,22:00.0,14111,855106100,6.45,0.1,6.45,-0.24,0.0095,0.18,0,0,2,6.35
3187865039,28:00.0,14111,855106100,5.87,0.09,5.87,-0.24,0.0095,0.18,0,0,2,5.78
3187899709,24:00.0,14445,925965600,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187901081,02:00.0,11184,378018600,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187901719,01:00.0,9886,204989800,6.69,0.51,6.69,-0.24,0.0095,0.18,0,0,2,6.18
3187901914,20:00.0,9886,204989800,5.93,0.45,5.93,-0.24,0.0095,0.18,0,0,2,5.48
3187902224,57:00.0,9886,204989800,6.69,0.51,6.69,-0.24,0.0095,0.18,0,0,2,6.18
3187902540,16:00.0,15894,666381900,5.93,0.45,5.93,-0.24,0.0095,0.18,0,0,2,5.48
3187903519,50:00.0,15894,666381900,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187903857,31:00.0,9218,49452600,6.02,0.65,6.02,-0.24,0.0095,0.18,0,0,2,5.37
3187903881,16:00.0,9218,49452600,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187905113,39:00.0,10858,371241100,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188070661,26:00.0,9839,179913900,6.13,0.25,6.13,-0.24,0.0095,0.18,0,0,2,5.88
3188070664,39:00.0,9839,179913900,6.37,0.49,6.37,-0.24,0.0095,0.18,0,0,2,5.88
3188070666,02:00.0,9839,179913900,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3188070777,33:00.0,12054,482565900,6.25,0.37,6.25,-0.24,0.0095,0.18,0,0,2,5.88
3188070910,01:00.0,12415,515217800,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188070924,31:00.0,11130,407447200,6.4,0.4,6.4,-0.24,0.0095,0.18,0,0,2,6
3188070926,59:00.0,11130,407447200,6.06,0.38,6.06,-0.24,0.0095,0.18,0,0,2,5.68
3188070979,39:00.0,12054,482565900,6.57,0.39,6.57,-0.24,0.0095,0.18,0,0,2,6.18
3188070981,18:00.0,12054,482565900,5.82,0.34,5.82,-0.24,0.0095,0.18,0,0,2,5.48
3188070985,43:00.0,12054,482565900,6.32,0.14,6.32,-0.24,0.0095,0.18,0,0,2,6.18
3188071063,06:00.0,12218,533207700,6.25,0.37,6.25,-0.24,0.0095,0.18,0,0,2,5.88
3188071111,46:00.0,12441,696431600,5.85,0.46,5.85,-0.24,0.0095,0.18,0,0,2,5.39
3188071112,14:00.0,12441,696431600,6.77,0.54,6.77,-0.24,0.0095,0.18,0,0,2,6.23
3188071113,41:00.0,12441,696431600,6.44,0.51,6.44,-0.24,0.0095,0.18,0,0,2,5.93
3188071114,51:00.0,12441,696431600,5.85,0.46,5.85,-0.24,0.0095,0.18,0,0,2,5.39
3188071138,38:00.0,12415,515217800,6.31,0.23,6.31,-0.24,0.0095,0.18,0,0,2,6.08
3188071141,44:00.0,12415,515217800,6.37,0.49,6.37,-0.24,0.0095,0.18,0,0,2,5.88
3188071174,26:00.0,14478,983413600,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3188071211,52:00.0,14478,983413600,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3188071340,15:00.0,13572,875603300,6.41,0.18,6.41,-0.24,0.0095,0.18,0,0,2,6.23
3188071347,18:00.0,13572,875603300,6.29,0.46,6.29,-0.24,0.0095,0.18,0,0,2,5.83
3188071348,08:00.0,13572,875603300,6.54,0.44,6.54,-0.24,0.0095,0.18,0,0,2,6.1
3188071349,56:00.0,13572,875603300,6.22,0.24,6.22,-0.24,0.0095,0.18,0,0,2,5.98
3188071470,27:00.0,14552,970928800,6.59,0.31,6.59,-0.24,0.0095,0.18,0,0,2,6.28
3188071499,46:00.0,14345,936038900,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3188071500,59:00.0,14345,936038900,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188071510,13:00.0,12982,651880700,5.79,0.21,5.79,-0.24,0.0095,0.18,0,0,2,5.58
3188071513,26:00.0,12982,651880700,5.79,0.21,5.79,-0.24,0.0095,0.18,0,0,2,5.58
3188071588,18:00.0,14552,970928800,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3188071622,18:00.0,9745,124795600,6.58,0.1,6.58,-0.24,0.0095,0.18,0,0,2,6.48
3188071651,26:00.0,14552,970928800,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188071714,06:00.0,9839,179913900,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188071736,09:00.0,9709,117023200,6.37,0.09,6.37,-0.24,0.0095,0.18,0,0,2,6.28
3188071740,42:00.0,9709,117023200,6.27,0.39,6.27,-0.24,0.0095,0.18,0,0,2,5.88
3188071768,32:00.0,14472,933411100,6.46,0.48,6.46,-0.24,0.0095,0.18,0,0,2,5.98
3187953732,09:00.0,9231,49607500,5.82,0.14,5.82,-0.24,0.0095,0.18,0,0,2,5.68
3187953733,19:00.0,9231,49607500,6.13,0.05,6.13,-0.24,0.0095,0.18,0,0,2,6.08
3187953789,37:00.0,12017,501837900,6.48,0.2,6.48,-0.24,0.0095,0.18,0,0,2,6.28
3187953791,15:00.0,12017,501837900,6.2,0.21,6.2,-0.24,0.0095,0.18,0,0,2,5.99
3187953842,00:00.0,12850,791602600,5.97,0.39,5.97,-0.24,0.0095,0.18,0,0,2,5.58
3187954088,31:00.0,11412,494407000,6.58,0.5,6.58,-0.24,0.0095,0.18,0,0,2,6.08
3187954180,14:00.0,9779,219784600,6.05,0.47,6.05,-0.24,0.0095,0.18,0,0,2,5.58
3187954184,02:00.0,9779,219784600,6.37,0.09,6.37,-0.24,0.0095,0.18,0,0,2,6.28
3187954188,23:00.0,9779,219784600,5.97,0.09,5.97,-0.24,0.0095,0.18,0,0,2,5.88
3187954189,50:00.0,9779,219784600,6.05,0.47,6.05,-0.24,0.0095,0.18,0,0,2,5.58
3187954278,12:00.0,9949,209517200,6.69,0.51,6.69,-0.24,0.0095,0.18,0,0,2,6.18
3187954494,36:00.0,11795,548710300,5.88,0.4,5.88,-0.24,0.0095,0.18,0,0,2,5.48
3187954524,00:00.0,9724,165573700,5.93,0.45,5.93,-0.24,0.0095,0.18,0,0,2,5.48
3187954528,06:00.0,9724,165573700,5.82,0.44,5.82,-0.24,0.0095,0.18,0,0,2,5.38
3187954529,10:00.0,9724,165573700,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187954612,50:00.0,9949,209517200,6.8,0.52,6.8,-0.24,0.0095,0.18,0,0,2,6.28
3187954684,07:00.0,12320,706240900,5.82,0.44,5.82,-0.24,0.0095,0.18,0,0,2,5.38
3187954794,48:00.0,12320,706240900,6.8,0.52,6.8,-0.24,0.0095,0.18,0,0,2,6.28
3187954806,17:00.0,9231,49607500,5.92,0.14,5.92,-0.24,0.0095,0.18,0,0,2,5.78
3187955002,37:00.0,9273,55678700,6.44,0.36,6.44,-0.24,0.0095,0.18,0,0,2,6.08
3187955044,18:00.0,10780,317081800,5.93,0.45,5.93,-0.24,0.0095,0.18,0,0,2,5.48
3187955046,05:00.0,10780,317081800,6.36,0.18,6.36,-0.24,0.0095,0.18,0,0,2,6.18
3187955106,28:00.0,12320,706240900,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187955115,07:00.0,10616,307514000,6.69,0.51,6.69,-0.24,0.0095,0.18,0,0,2,6.18
3187955205,27:00.0,13775,958712200,5.83,0.15,5.83,-0.24,0.0095,0.18,0,0,2,5.68
3187955210,02:00.0,13775,958712200,6.68,0.51,6.68,-0.24,0.0095,0.18,0,0,2,6.17
3187955219,08:00.0,13775,958712200,6.5,0.5,6.5,-0.24,0.0095,0.18,0,0,2,6
3187955347,35:00.0,14156,855188900,6.54,0.26,6.54,-0.24,0.0095,0.18,0,0,2,6.28
3187955350,41:00.0,14156,855188900,6.29,0.51,6.29,-0.24,0.0095,0.18,0,0,2,5.78
3187955378,44:00.0,12768,605532100,6.23,0.45,6.23,-0.24,0.0095,0.18,0,0,2,5.78
3187955529,55:00.0,13425,882674500,6.18,0.3,6.18,-0.24,0.0095,0.18,0,0,2,5.88
3187955530,44:00.0,13425,882674500,6.15,0.47,6.15,-0.24,0.0095,0.18,0,0,2,5.68
3187955546,09:00.0,11795,548710300,6.84,0.26,6.84,-0.24,0.0095,0.18,0,0,2,6.58
3187955547,02:00.0,11795,548710300,5.98,0.4,5.98,-0.24,0.0095,0.18,0,0,2,5.58
3187955548,44:00.0,11795,548710300,6.67,0.19,6.67,-0.24,0.0095,0.18,0,0,2,6.48
3187955666,41:00.0,13425,882674500,6.5,0.5,6.5,-0.24,0.0095,0.18,0,0,2,6
3187955670,22:00.0,13425,882674500,6.05,0.27,6.05,-0.24,0.0095,0.18,0,0,2,5.78
3187955672,32:00.0,13425,882674500,5.88,0.3,5.88,-0.24,0.0095,0.18,0,0,2,5.58
3187955710,48:00.0,10261,272641200,5.81,0.43,5.81,-0.24,0.0095,0.18,0,0,2,5.38
3187955799,55:00.0,11869,608104600,6.64,0.26,6.64,-0.24,0.0095,0.18,0,0,2,6.38
3187955800,12:00.0,11869,608104600,6.51,0.33,6.51,-0.24,0.0095,0.18,0,0,2,6.18
3187955801,06:00.0,11869,608104600,6.32,0.32,6.32,-0.24,0.0095,0.18,0,0,2,6
3187955802,04:00.0,11869,608104600,6.57,0.33,6.57,-0.24,0.0095,0.18,0,0,2,6.24
3187955957,45:00.0,12567,601823800,6.22,0.47,6.22,-0.24,0.0095,0.18,0,0,2,5.75
3187955992,53:00.0,13425,882674500,6.8,0.52,6.8,-0.24,0.0095,0.18,0,0,2,6.28
3187956031,19:00.0,12480,578678500,5.82,0.44,5.82,-0.24,0.0095,0.18,0,0,2,5.38
3187956150,40:00.0,11447,448646000,6.38,0.3,6.38,-0.24,0.0095,0.18,0,0,2,6.08
3187956178,44:00.0,13026,825800600,6.4,0.41,6.4,-0.24,0.0095,0.18,0,0,2,5.99
3187956186,46:00.0,9724,165573700,6.8,0.52,6.8,-0.24,0.0095,0.18,0,0,2,6.28
3187956548,25:00.0,12567,601823800,5.95,0.45,5.95,-0.24,0.0095,0.18,0,0,2,5.5
3187956551,08:00.0,12567,601823800,6.8,0.52,6.8,-0.24,0.0095,0.18,0,0,2,6.28
3187956572,07:00.0,11881,470609900,6.25,0.47,6.25,-0.24,0.0095,0.18,0,0,2,5.78
3187956609,20:00.0,13738,829138700,6.15,0.47,6.15,-0.24,0.0095,0.18,0,0,2,5.68
3187956621,33:00.0,11447,448646000,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187956622,04:00.0,11447,448646000,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187956625,21:00.0,11447,448646000,5.93,0.45,5.93,-0.24,0.0095,0.18,0,0,2,5.48
3187956797,45:00.0,12567,601823800,6.79,0.21,6.79,-0.24,0.0095,0.18,0,0,2,6.58
3187956875,33:00.0,13738,829138700,5.79,0.21,5.79,-0.24,0.0095,0.18,0,0,2,5.58
3187956878,45:00.0,13738,829138700,6.15,0.47,6.15,-0.24,0.0095,0.18,0,0,2,5.68
3187956879,03:00.0,13738,829138700,6.65,0.27,6.65,-0.24,0.0095,0.18,0,0,2,6.38
3187956924,18:00.0,11864,452337900,6.58,0.4,6.58,-0.24,0.0095,0.18,0,0,2,6.18
3187957067,52:00.0,11977,461550600,5.97,0.09,5.97,-0.24,0.0095,0.18,0,0,2,5.88
3187957069,53:00.0,11977,461550600,5.79,0.31,5.79,-0.24,0.0095,0.18,0,0,2,5.48
3187957071,32:00.0,11977,461550600,6.1,0.22,6.1,-0.24,0.0095,0.18,0,0,2,5.88
3187957167,51:00.0,11898,474632700,6.23,0.25,6.23,-0.24,0.0095,0.18,0,0,2,5.98
3187957172,11:00.0,9551,117653600,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3187957234,43:00.0,9766,164067100,6.52,0.24,6.52,-0.24,0.0095,0.18,0,0,2,6.28
3187957251,02:00.0,13257,689421600,5.93,0.45,5.93,-0.24,0.0095,0.18,0,0,2,5.48
3187957252,36:00.0,13257,689421600,6.5,0.5,6.5,-0.24,0.0095,0.18,0,0,2,6
3187957253,13:00.0,13257,689421600,5.82,0.44,5.82,-0.24,0.0095,0.18,0,0,2,5.38
3187957576,21:00.0,11977,461550600,5.79,0.31,5.79,-0.24,0.0095,0.18,0,0,2,5.48
3187957734,33:00.0,13738,829138700,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187957737,33:00.0,13738,829138700,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187957756,13:00.0,12924,630397800,6.26,0.08,6.26,-0.24,0.0095,0.18,0,0,2,6.18
3187957759,25:00.0,12924,630397800,6.5,0.22,6.5,-0.24,0.0095,0.18,0,0,2,6.28
3187957922,53:00.0,13822,934063900,6.83,0.15,6.83,-0.24,0.0095,0.18,0,0,2,6.68
3187957926,45:00.0,13822,934063900,6.42,0.42,6.42,-0.24,0.0095,0.18,0,0,2,6
3187957964,40:00.0,9724,165573700,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187957965,49:00.0,9724,165573700,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187957966,09:00.0,9724,165573700,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187958023,29:00.0,13253,817260300,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187958091,53:00.0,12007,467131900,5.91,0.33,5.91,-0.24,0.0095,0.18,0,0,2,5.58
3187958129,52:00.0,13675,940827900,5.92,0.24,5.92,-0.24,0.0095,0.18,0,0,2,5.68
3187958149,44:00.0,11720,591405600,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187958159,39:00.0,9551,117653600,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187958226,06:00.0,12407,723695300,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187958275,09:00.0,11604,548781400,5.88,0.3,5.88,-0.24,0.0095,0.18,0,0,2,5.58
3187958328,33:00.0,9738,199647900,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187958329,02:00.0,9738,199647900,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187958341,32:00.0,9551,117653600,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187958479,32:00.0,10616,307514000,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187958493,06:00.0,14502,993758200,6.23,0.44,6.23,-0.24,0.0095,0.18,0,0,2,5.79
3187958526,17:00.0,10778,283251700,5.9,0.22,5.9,-0.24,0.0095,0.18,0,0,2,5.68
3187958601,40:00.0,12320,706240900,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187958613,51:00.0,9487,56525900,6.46,0.48,6.46,-0.24,0.0095,0.18,0,0,2,5.98
3187958615,43:00.0,9487,56525900,6.46,0.48,6.46,-0.24,0.0095,0.18,0,0,2,5.98
3187958665,50:00.0,11447,448646000,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187958893,33:00.0,12480,578678500,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187958907,07:00.0,9834,189125800,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187958971,21:00.0,13425,882674500,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187958974,33:00.0,13425,882674500,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187959018,07:00.0,13026,825800600,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187959034,15:00.0,11977,461550600,6.5,0.48,6.5,-0.24,0.0095,0.18,0,0,2,6.02
3187959055,25:00.0,12567,601823800,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187959065,45:00.0,10616,307514000,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187959074,23:00.0,10778,283251700,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187959163,06:00.0,13775,958712200,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3187959362,22:00.0,10778,283251700,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187959382,36:00.0,13026,825800600,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187959560,16:00.0,13257,689421600,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3187959756,16:00.0,13775,958712200,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188071981,54:00.0,14035,899157200,6.19,0.21,6.19,-0.24,0.0095,0.18,0,0,2,5.98
3188072127,54:00.0,12439,594547200,6.8,0.52,6.8,-0.24,0.0095,0.18,0,0,2,6.28
3188072132,31:00.0,12054,482565900,6.25,0.37,6.25,-0.24,0.0095,0.18,0,0,2,5.88
3188072213,32:00.0,14484,944914100,6.69,0.21,6.69,-0.24,0.0095,0.18,0,0,2,6.48
3188072238,56:00.0,13383,699900700,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3188072256,01:00.0,13601,741291900,6,0.39,6,-0.24,0.0095,0.18,0,0,2,5.61
3188072258,25:00.0,13601,741291900,6.43,0.45,6.43,-0.24,0.0095,0.18,0,0,2,5.98
3188072351,42:00.0,9164,23206600,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188072421,07:00.0,13383,699900700,6.23,0.25,6.23,-0.24,0.0095,0.18,0,0,2,5.98
3188072475,42:00.0,10483,309664100,6.78,0.1,6.78,-0.24,0.0095,0.18,0,0,2,6.68
3188072492,13:00.0,13464,891053100,5.93,0.35,5.93,-0.24,0.0095,0.18,0,0,2,5.58
3188072560,33:00.0,13464,891053100,6.57,0.39,6.57,-0.24,0.0095,0.18,0,0,2,6.18
3188072577,02:00.0,13464,891053100,5.83,0.05,5.83,-0.24,0.0095,0.18,0,0,2,5.78
3188072579,27:00.0,13464,891053100,5.79,0.62,5.79,-0.24,0.0095,0.18,0,0,2,5.17
3188072669,03:00.0,9701,171975600,6.58,0.1,6.58,-0.24,0.0095,0.18,0,0,2,6.48
3188072693,25:00.0,9701,171975600,6.68,0.1,6.68,-0.24,0.0095,0.18,0,0,2,6.58
3188072894,36:00.0,12439,594547200,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188072895,28:00.0,12439,594547200,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188072913,34:00.0,14472,933411100,6.67,0.48,6.67,-0.24,0.0095,0.18,0,0,2,6.19
3188072927,12:00.0,12678,589818400,5.82,0.34,5.82,-0.24,0.0095,0.18,0,0,2,5.48
3188072929,18:00.0,12678,589818400,6.35,0.37,6.35,-0.24,0.0095,0.18,0,0,2,5.98
3188072991,19:00.0,12415,515217800,6.69,0.51,6.69,-0.24,0.0095,0.18,0,0,2,6.18
3188072993,48:00.0,12415,515217800,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3188073052,30:00.0,11017,436191100,6.15,0.17,6.15,-0.24,0.0095,0.18,0,0,2,5.98
3188073066,13:00.0,13969,979796000,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188073069,37:00.0,9791,166462200,6.18,0.2,6.18,-0.24,0.0095,0.18,0,0,2,5.98
3188073074,05:00.0,9791,166462200,5.96,0.38,5.96,-0.24,0.0095,0.18,0,0,2,5.58
3188073126,51:00.0,13017,824169700,6.24,0.46,6.24,-0.24,0.0095,0.18,0,0,2,5.78
3188073270,17:00.0,9791,166462200,6.17,0.39,6.17,-0.24,0.0095,0.18,0,0,2,5.78
3188073271,10:00.0,9791,166462200,6.38,0.4,6.38,-0.24,0.0095,0.18,0,0,2,5.98
3188073272,47:00.0,9791,166462200,5.84,0.37,5.84,-0.24,0.0095,0.18,0,0,2,5.47
3188073273,19:00.0,9791,166462200,6.49,0.41,6.49,-0.24,0.0095,0.18,0,0,2,6.08
3188073354,20:00.0,9791,166462200,6.38,0.4,6.38,-0.24,0.0095,0.18,0,0,2,5.98
3188073361,28:00.0,9791,166462200,6.36,0.4,6.36,-0.24,0.0095,0.18,0,0,2,5.96
3188073391,00:00.0,11986,603700600,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3188073442,31:00.0,9791,166462200,5.85,0.37,5.85,-0.24,0.0095,0.18,0,0,2,5.48
3188073445,17:00.0,9791,166462200,6.05,0.27,6.05,-0.24,0.0095,0.18,0,0,2,5.78
3188073474,25:00.0,14179,946106200,6.25,0.46,6.25,-0.24,0.0095,0.18,0,0,2,5.79
3188073477,50:00.0,14179,946106200,6.04,0.16,6.04,-0.24,0.0095,0.18,0,0,2,5.88
3188073553,26:00.0,11986,603700600,6.37,0.49,6.37,-0.24,0.0095,0.18,0,0,2,5.88
3188073561,01:00.0,11986,603700600,5.99,0.21,5.99,-0.24,0.0095,0.18,0,0,2,5.78
3188073587,43:00.0,13484,920599800,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3188073589,40:00.0,13484,920599800,6.53,0.25,6.53,-0.24,0.0095,0.18,0,0,2,6.28
3188073617,36:00.0,12678,589818400,6.74,0.16,6.74,-0.24,0.0095,0.18,0,0,2,6.58
3188073621,43:00.0,12678,589818400,6.14,0.36,6.14,-0.24,0.0095,0.18,0,0,2,5.78
3188073683,17:00.0,9791,166462200,6.17,0.39,6.17,-0.24,0.0095,0.18,0,0,2,5.78
3188073876,13:00.0,14401,905265500,5.82,0.14,5.82,-0.24,0.0095,0.18,0,0,2,5.68
3188073890,31:00.0,9651,151926300,6.36,0.18,6.36,-0.24,0.0095,0.18,0,0,2,6.18
3188073915,16:00.0,12417,585024300,6.01,0.23,6.01,-0.24,0.0095,0.18,0,0,2,5.78
3188073967,46:00.0,11923,492303300,6.05,0.47,6.05,-0.24,0.0095,0.18,0,0,2,5.58
3188074048,16:00.0,12527,583867700,6.41,0.43,6.41,-0.24,0.0095,0.18,0,0,2,5.98
3188074163,13:00.0,10621,309194900,6.4,0.42,6.4,-0.24,0.0095,0.18,0,0,2,5.98
3188074165,23:00.0,11954,486667900,6.25,0.17,6.25,-0.24,0.0095,0.18,0,0,2,6.08
3188074166,00:00.0,11954,486667900,5.95,0.45,5.95,-0.24,0.0095,0.18,0,0,2,5.5
3188074232,02:00.0,11954,486667900,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3188074355,45:00.0,9651,151926300,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188074359,44:00.0,9651,151926300,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3188074360,29:00.0,9651,151926300,6.15,0.47,6.15,-0.24,0.0095,0.18,0,0,2,5.68
3188074361,20:00.0,9651,151926300,6.04,0.46,6.04,-0.24,0.0095,0.18,0,0,2,5.58
3188074364,47:00.0,9651,151926300,6.51,0.23,6.51,-0.24,0.0095,0.18,0,0,2,6.28
3188074425,01:00.0,13496,927524900,6.05,0.47,6.05,-0.24,0.0095,0.18,0,0,2,5.58
3188074574,52:00.0,13496,927524900,6.49,0.51,6.49,-0.24,0.0095,0.18,0,0,2,5.98
3188074576,27:00.0,13496,927524900,6.05,0.47,6.05,-0.24,0.0095,0.18,0,0,2,5.58
3188074708,58:00.0,13496,927524900,5.97,0.09,5.97,-0.24,0.0095,0.18,0,0,2,5.88
3188076125,16:00.0,11954,486667900,6.47,0.49,6.47,-0.24,0.0095,0.18,0,0,2,5.98
3188076126,35:00.0,11954,486667900,6.26,0.48,6.26,-0.24,0.0095,0.18,0,0,2,5.78
3188076127,07:00.0,11954,486667900,6.69,0.21,6.69,-0.24,0.0095,0.18,0,0,2,6.48
3187860943,23:00.0,11771,587209800,13.33,0.67,13.33,-0.31,0.0095,0.18,0,0,2,12.66
3187862077,33:00.0,9380,66065400,14.15,0.93,14.15,-0.31,0.0095,0.18,0,0,2,13.22
3187864195,51:00.0,14111,855106100,14.02,0.94,14.02,-0.31,0.0095,0.18,0,0,2,13.08
3187864343,44:00.0,14111,855106100,13.42,1,13.42,-0.31,0.0095,0.18,0,0,2,12.42
3187899320,41:00.0,14445,925965600,13.64,1.04,13.64,-0.31,0.0095,0.18,0,0,2,12.6
3187900594,15:00.0,14445,925965600,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3187900809,44:00.0,14445,925965600,14.07,1.07,14.07,-0.31,0.0095,0.18,0,0,2,13
3187903062,05:00.0,15894,666381900,13.69,1.04,13.69,-0.31,0.0095,0.18,0,0,2,12.65
3187903065,17:00.0,15894,666381900,13.75,1.05,13.75,-0.31,0.0095,0.18,0,0,2,12.7
3187903448,59:00.0,15894,666381900,13.64,1.04,13.64,-0.31,0.0095,0.18,0,0,2,12.6
3187903518,16:00.0,15894,666381900,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
