Site_ID,Grade_Description,Date,Volume
10808,Unleaded Gas,2019-12-21,0.0
10808,Unleaded Gas,2019-12-22,0.0
10808,Unleaded Gas,2019-12-23,827.0
10808,Unleaded Gas,2019-12-24,932.0
10808,Unleaded Gas,2019-12-26,1065.0
10808,Unleaded Gas,2019-12-27,1153.0
10808,Unleaded Gas,2019-12-28,1103.0
10808,Unleaded Gas,2019-12-29,820.0
10808,Unleaded Gas,2019-12-30,1394.0
10808,Unleaded Gas,2019-12-31,1435.0
10808,Unleaded Gas,2020-01-01,831.0
10808,Unleaded Gas,2020-01-02,1507.0
10808,Unleaded Gas,2020-01-03,1691.0
10808,Unleaded Gas,2020-01-04,1004.0
10808,Unleaded Gas,2020-01-05,1006.0
10808,Unleaded Gas,2020-01-06,1490.0
10808,Unleaded Gas,2020-01-07,1593.0
10808,Unleaded Gas,2020-01-08,1417.0
10808,Unleaded Gas,2020-01-09,1295.0
10808,Unleaded Gas,2020-01-10,1349.0
10808,Unleaded Gas,2020-01-11,990.0
10808,Unleaded Gas,2020-01-12,702.0
10808,Unleaded Gas,2020-01-13,1259.0
10808,Unleaded Gas,2020-01-14,1193.0
10808,Unleaded Gas,2020-01-15,1319.0
10808,Unleaded Gas,2020-01-16,1100.0
10808,Unleaded Gas,2020-01-17,1735.0
10808,Unleaded Gas,2020-01-18,1031.0
10808,Unleaded Gas,2020-01-19,779.0
10808,Unleaded Gas,2020-01-20,1191.0
10808,Unleaded Gas,2020-01-21,1296.0
10808,Unleaded Gas,2020-01-22,1438.0
10808,Unleaded Gas,2020-01-23,1401.0
10808,Unleaded Gas,2020-01-24,1815.0
10808,Unleaded Gas,2020-01-25,1193.0
10808,Unleaded Gas,2020-01-26,977.0
10808,Unleaded Gas,2020-01-27,1143.0
10808,Unleaded Gas,2020-01-28,1318.0
10808,Unleaded Gas,2020-01-29,1312.0
10808,Unleaded Gas,2020-01-30,1759.0
10808,Unleaded Gas,2020-01-31,1659.0
10808,Unleaded Gas,2020-02-01,1640.0
10808,Unleaded Gas,2020-02-02,737.0
10808,Unleaded Gas,2020-02-03,1466.0
10808,Unleaded Gas,2020-02-04,1599.0
10808,Unleaded Gas,2020-02-05,649.0
10808,Unleaded Gas,2020-02-06,1178.0
10808,Unleaded Gas,2020-02-07,1301.0
10808,Unleaded Gas,2020-02-08,1133.0
10808,Unleaded Gas,2020-02-09,733.0
10808,Unleaded Gas,2020-02-10,1229.0
10808,Unleaded Gas,2020-02-11,1322.0
10808,Unleaded Gas,2020-02-12,1265.0
10808,Unleaded Gas,2020-02-13,1415.0
10808,Unleaded Gas,2020-02-14,1804.0
10808,Unleaded Gas,2020-02-15,1108.0
10808,Unleaded Gas,2020-02-16,803.0
10808,Unleaded Gas,2020-02-17,1384.0
10808,Unleaded Gas,2020-02-18,1149.0
10808,Unleaded Gas,2020-02-19,1359.0
10808,Unleaded Gas,2020-02-20,1306.0
10808,Unleaded Gas,2020-02-21,1822.0
10808,Unleaded Gas,2020-02-22,1444.0
10808,Unleaded Gas,2020-02-23,943.0
10808,Unleaded Gas,2020-02-24,1224.0
10808,Unleaded Gas,2020-02-25,1215.0
10808,Unleaded Gas,2020-02-26,1548.0
10808,Unleaded Gas,2020-02-27,1726.0
10808,Unleaded Gas,2020-02-28,2031.0
10808,Unleaded Gas,2020-02-29,0.0
10808,Unleaded Gas,2020-03-01,973.0
10808,Unleaded Gas,2020-03-02,1369.0
10808,Unleaded Gas,2020-03-03,1273.0
10808,Unleaded Gas,2020-03-04,1177.0
10808,Unleaded Gas,2020-03-05,1396.0
10808,Unleaded Gas,2020-03-06,1501.0
10808,Unleaded Gas,2020-03-07,1115.0
10808,Unleaded Gas,2020-03-08,838.0
10808,Unleaded Gas,2020-03-09,1302.0
10808,Unleaded Gas,2020-03-10,1220.0
10808,Unleaded Gas,2020-03-11,1377.0
10808,Unleaded Gas,2020-03-12,1276.0
10808,Unleaded Gas,2020-03-13,1460.0
10808,Unleaded Gas,2020-03-14,994.0
10808,Unleaded Gas,2020-03-15,708.0
10808,Unleaded Gas,2020-03-16,1300.0
10808,Unleaded Gas,2020-03-17,877.0
10808,Unleaded Gas,2020-03-18,1065.0
10808,Unleaded Gas,2020-03-19,864.0
10808,Unleaded Gas,2020-03-20,1224.0
10808,Unleaded Gas,2020-03-21,547.0
10808,Unleaded Gas,2020-03-22,467.0
10808,Unleaded Gas,2020-03-23,799.0
10808,Unleaded Gas,2020-03-24,726.0
10808,Unleaded Gas,2020-03-25,841.0
10808,Unleaded Gas,2020-03-26,741.0
10808,Unleaded Gas,2020-03-27,922.0
10808,Unleaded Gas,2020-03-28,749.0
10808,Unleaded Gas,2020-03-29,411.0
10808,Unleaded Gas,2020-03-30,508.0
10808,Unleaded Gas,2020-03-31,847.0
10808,Unleaded Gas,2020-04-01,1006.914
10808,Unleaded Gas,2020-04-02,820.39
10808,Unleaded Gas,2020-04-03,723.523
10808,Unleaded Gas,2020-04-04,671.182
10808,Unleaded Gas,2020-04-05,315.459
10808,Unleaded Gas,2020-04-06,729.322
10808,Unleaded Gas,2020-04-07,826.909
10808,Unleaded Gas,2020-04-08,650.011
10808,Unleaded Gas,2020-04-09,768.541
10808,Unleaded Gas,2020-04-10,914.844
10808,Unleaded Gas,2020-04-11,568.027
10808,Unleaded Gas,2020-04-12,444.76
10808,Unleaded Gas,2020-04-13,640.967
10808,Unleaded Gas,2020-04-14,526.609
10808,Unleaded Gas,2020-04-15,932.198
10808,Unleaded Gas,2020-04-16,821.561
10808,Unleaded Gas,2020-04-17,1009.383
10808,Unleaded Gas,2020-04-18,800.073
10808,Unleaded Gas,2020-04-19,600.626
10808,Unleaded Gas,2020-04-20,902.623
10808,Unleaded Gas,2020-04-21,876.385
10808,Unleaded Gas,2020-04-22,669.001
10808,Unleaded Gas,2020-04-23,731.194
10808,Unleaded Gas,2020-04-24,940.492
10808,Unleaded Gas,2020-04-25,904.688
10808,Unleaded Gas,2020-04-26,574.598
10808,Unleaded Gas,2020-04-27,899.588
10808,Unleaded Gas,2020-04-28,855.75
10808,Unleaded Gas,2020-04-29,905.024
10808,Unleaded Gas,2020-04-30,961.857
10808,Unleaded Gas,2020-05-01,1371.959
10808,Unleaded Gas,2020-05-02,868.929
10808,Unleaded Gas,2020-05-03,780.583
10808,Unleaded Gas,2020-05-04,1112.234
10808,Unleaded Gas,2020-05-05,822.896
10808,Unleaded Gas,2020-05-06,1045.582
10808,Unleaded Gas,2020-05-07,854.614
10808,Unleaded Gas,2020-05-08,1133.988
10808,Unleaded Gas,2020-05-09,961.54
10808,Unleaded Gas,2020-05-10,874.883
10808,Unleaded Gas,2020-05-11,964.626
10808,Unleaded Gas,2020-05-12,731.789
10808,Unleaded Gas,2020-05-13,1101.376
10808,Unleaded Gas,2020-05-14,1371.966
10808,Unleaded Gas,2020-05-15,904.686
10808,Unleaded Gas,2020-05-16,740.846
10808,Unleaded Gas,2020-05-17,893.356
10808,Unleaded Gas,2020-05-18,1178.55
10808,Unleaded Gas,2020-05-19,1049.304
10808,Unleaded Gas,2020-05-20,979.838
10808,Unleaded Gas,2020-05-21,1258.947
10808,Unleaded Gas,2020-05-22,1435.191
10808,Unleaded Gas,2020-05-23,1324.98
10808,Unleaded Gas,2020-05-24,691.418
10808,Unleaded Gas,2020-05-25,737.109
10808,Unleaded Gas,2020-05-26,904.417
10808,Unleaded Gas,2020-05-27,1276.298
10808,Unleaded Gas,2020-05-28,1262.703
10808,Unleaded Gas,2020-05-29,1292.084
10808,Unleaded Gas,2020-05-30,954.572
10808,Unleaded Gas,2020-05-31,908.052
10808,Unleaded Gas,2020-06-01,1215.781
10808,Unleaded Gas,2020-06-02,1257.987
10808,Unleaded Gas,2020-06-03,1409.032
10808,Unleaded Gas,2020-06-04,1545.932
10808,Unleaded Gas,2020-06-05,1352.871
10808,Unleaded Gas,2020-06-06,1092.597
10808,Unleaded Gas,2020-06-07,964.798
10808,Unleaded Gas,2020-06-08,1109.987
10808,Unleaded Gas,2020-06-09,1028.472
10808,Unleaded Gas,2020-06-10,1532.76
10808,Unleaded Gas,2020-06-11,1024.027
10808,Unleaded Gas,2020-06-12,1318.667
10808,Unleaded Gas,2020-06-13,1120.612
10808,Unleaded Gas,2020-06-14,927.76
10808,Unleaded Gas,2020-06-15,1146.037
10808,Unleaded Gas,2020-06-16,1186.362
10808,Unleaded Gas,2020-06-17,1396.388
10808,Unleaded Gas,2020-06-18,1319.114
10808,Unleaded Gas,2020-06-19,1312.466
10808,Unleaded Gas,2020-06-20,1409.018
10808,Unleaded Gas,2020-06-21,629.83
10808,Unleaded Gas,2020-06-22,1381.963
10808,Unleaded Gas,2020-06-23,1235.633
10808,Unleaded Gas,2020-06-24,1447.222
10808,Unleaded Gas,2020-06-25,1180.649
10808,Unleaded Gas,2020-06-26,1453.652
10808,Unleaded Gas,2020-06-27,1205.717
10808,Unleaded Gas,2020-06-28,829.31
10808,Unleaded Gas,2020-06-29,1210.442
10808,Unleaded Gas,2020-06-30,1301.516
10808,Unleaded Gas,2020-07-01,1485.722
10808,Unleaded Gas,2020-07-02,1629.643
10808,Unleaded Gas,2020-07-03,1343.365
10808,Unleaded Gas,2020-07-04,1030.666
10808,Unleaded Gas,2020-07-05,770.683
10808,Unleaded Gas,2020-07-06,1324.853
10808,Unleaded Gas,2020-07-07,1319.084
10808,Unleaded Gas,2020-07-08,1183.489
10808,Unleaded Gas,2020-07-09,1237.092
10808,Unleaded Gas,2020-07-10,1400.052
10808,Unleaded Gas,2020-07-11,1130.921
10808,Unleaded Gas,2020-07-12,857.624
10808,Unleaded Gas,2020-07-13,1399.715
10808,Unleaded Gas,2020-07-14,1229.492
10808,Unleaded Gas,2020-07-15,1270.849
10808,Unleaded Gas,2020-07-16,1195.128
10808,Unleaded Gas,2020-07-17,1545.118
10808,Unleaded Gas,2020-07-18,1481.354
10808,Unleaded Gas,2020-07-19,882.634
10808,Unleaded Gas,2020-07-20,1352.728
10808,Unleaded Gas,2020-07-21,1372.004
10808,Unleaded Gas,2020-07-22,1460.409
10808,Unleaded Gas,2020-07-23,1033.152
10808,Unleaded Gas,2020-07-24,1518.978
10808,Unleaded Gas,2020-07-25,1060.041
10808,Unleaded Gas,2020-07-26,983.124
10808,Unleaded Gas,2020-07-27,1277.878
10808,Unleaded Gas,2020-07-28,1280.421
10808,Unleaded Gas,2020-07-29,1285.295
10808,Unleaded Gas,2020-07-30,1386.936
10808,Unleaded Gas,2020-07-31,1796.868
10808,Unleaded Gas,2020-08-01,1415.1
10808,Unleaded Gas,2020-08-02,846.013
10808,Unleaded Gas,2020-08-03,1461.475
10808,Unleaded Gas,2020-08-04,1100.918
10808,Unleaded Gas,2020-08-05,1224.266
10808,Unleaded Gas,2020-08-06,1249.868
10808,Unleaded Gas,2020-08-07,1491.609
10808,Unleaded Gas,2020-08-08,1162.697
10808,Unleaded Gas,2020-08-09,970.116
10808,Unleaded Gas,2020-08-10,1675.94
10808,Unleaded Gas,2020-08-11,1304.484
10808,Unleaded Gas,2020-08-12,1169.427
10808,Unleaded Gas,2020-08-13,1430.804
10808,Unleaded Gas,2020-08-14,1247.643
10808,Unleaded Gas,2020-08-15,1173.997
10808,Unleaded Gas,2020-08-16,953.092
10808,Unleaded Gas,2020-08-17,1290.593
10808,Unleaded Gas,2020-08-18,1242.195
10808,Unleaded Gas,2020-08-19,1431.644
10808,Unleaded Gas,2020-08-20,1512.115
10808,Unleaded Gas,2020-08-21,1415.412
10808,Unleaded Gas,2020-08-22,1188.366
10808,Unleaded Gas,2020-08-23,738.253
10808,Unleaded Gas,2020-08-24,1175.771
10808,Unleaded Gas,2020-08-25,1242.398
