Site_ID,Grade_Description,Date,Profit
10808,Premium Gas,2019-03-12,71.32
10808,Premium Gas,2019-03-17,72.65
10808,Premium Gas,2019-03-23,122.65
10808,Premium Gas,2019-03-24,69.16
10808,Premium Gas,2019-03-29,133.99
10808,Premium Gas,2019-03-30,27.68
10808,Premium Gas,2019-03-31,89.27
10808,Premium Gas,2019-04-01,145.48
10808,Premium Gas,2019-04-02,103.14
10808,Premium Gas,2019-04-04,96.3
10808,Premium Gas,2019-04-05,140.81
10808,Premium Gas,2019-04-06,101.44
10808,Premium Gas,2019-04-07,59.22
10808,Premium Gas,2019-04-08,118.4
10808,Premium Gas,2019-04-09,83.71
10808,Premium Gas,2019-04-10,117.03
10808,Premium Gas,2019-04-11,96.83
10808,Premium Gas,2019-04-13,71.71
10808,Premium Gas,2019-04-14,93.17
10808,Premium Gas,2019-04-15,110.09
10808,Premium Gas,2019-04-16,88.22
10808,Premium Gas,2019-04-17,108.69
10808,Premium Gas,2019-04-18,105.96
10808,Premium Gas,2019-04-19,86.33
10808,Premium Gas,2019-04-20,103.76
10808,Premium Gas,2019-04-21,78.1
10808,Premium Gas,2019-04-22,144.6
10808,Premium Gas,2019-04-23,144.86
10808,Premium Gas,2019-04-27,142.39
10808,Premium Gas,2019-04-28,149.36
10808,Premium Gas,2019-04-30,165.62
10808,Premium Gas,2019-05-01,139.88
10808,Premium Gas,2019-05-05,84.98
10808,Premium Gas,2019-05-06,173.03
10808,Premium Gas,2019-05-07,112.43
10808,Premium Gas,2019-05-08,89.32
10808,Premium Gas,2019-05-09,118.4
10808,Premium Gas,2019-05-10,169.06
10808,Premium Gas,2019-05-11,131.16
10808,Premium Gas,2019-05-12,102.37
10808,Premium Gas,2019-05-13,152.43
10808,Premium Gas,2019-05-14,132.26
10808,Premium Gas,2019-05-15,145.49
10808,Premium Gas,2019-05-16,137.47
10808,Premium Gas,2019-05-17,187.24
10808,Premium Gas,2019-05-18,74.07
10808,Premium Gas,2019-05-19,58.15
10808,Premium Gas,2019-05-20,101.17
10808,Premium Gas,2019-05-21,74.42
10808,Premium Gas,2019-05-22,124.41
10808,Premium Gas,2019-05-23,154.41
10808,Premium Gas,2019-05-24,169.06
10808,Premium Gas,2019-05-25,103.12
10808,Premium Gas,2019-05-26,63.25
10808,Premium Gas,2019-05-27,51.03
10808,Premium Gas,2019-05-28,121.92
10808,Premium Gas,2019-05-29,84.12
10808,Premium Gas,2019-05-30,105.22
10808,Premium Gas,2019-05-31,185.12
10808,Premium Gas,2019-06-01,104.8
10808,Premium Gas,2019-06-02,50.06
10808,Premium Gas,2019-06-03,154.99
10808,Premium Gas,2019-06-04,115.87
10808,Premium Gas,2019-06-05,99.02
10808,Premium Gas,2019-06-06,127.25
10808,Premium Gas,2019-06-07,154.05
10808,Premium Gas,2019-06-08,101.73
10808,Premium Gas,2019-06-09,42.44
10808,Premium Gas,2019-06-10,100.3
10808,Premium Gas,2019-06-11,101.58
10808,Premium Gas,2019-06-12,122.31
10808,Premium Gas,2019-06-13,118.2
10808,Premium Gas,2019-06-14,115.88
10808,Premium Gas,2019-06-15,114.86
10808,Premium Gas,2019-06-16,109.92
10808,Premium Gas,2019-06-17,98.59
10808,Premium Gas,2019-06-21,-27.43
10808,Premium Gas,2019-06-22,-27.43
10808,Premium Gas,2019-12-12,0.0
10808,Premium Gas,2019-12-13,0.0
10808,Premium Gas,2019-12-14,0.0
10808,Premium Gas,2019-12-15,0.0
10808,Premium Gas,2019-12-16,0.0
10808,Premium Gas,2019-12-17,-14.0
10808,Premium Gas,2019-12-18,-21.0
10808,Premium Gas,2019-12-19,-29.0
10808,Premium Gas,2019-12-20,-55.0
10808,Premium Gas,2019-12-21,-37.0
10808,Premium Gas,2019-12-22,-32.0
10808,Premium Gas,2019-12-23,-22.0
10808,Premium Gas,2019-12-24,0.0
10808,Premium Gas,2019-12-26,5.0
10808,Premium Gas,2019-12-27,22.0
10808,Premium Gas,2019-12-28,12.0
10808,Premium Gas,2019-12-29,19.0
10808,Premium Gas,2019-12-30,22.0
10808,Premium Gas,2019-12-31,8.0
10808,Premium Gas,2020-01-01,8.0
10808,Premium Gas,2020-01-02,36.0
10808,Premium Gas,2020-01-03,-31.0
10808,Premium Gas,2020-01-04,14.0
10808,Premium Gas,2020-01-05,23.0
10808,Premium Gas,2020-01-06,34.0
10808,Premium Gas,2020-01-07,16.0
10808,Premium Gas,2020-01-08,31.0
10808,Premium Gas,2020-01-09,32.0
10808,Premium Gas,2020-01-10,16.0
10808,Premium Gas,2020-01-11,9.0
10808,Premium Gas,2020-01-12,6.0
10808,Premium Gas,2020-01-13,24.0
10808,Premium Gas,2020-01-14,22.0
10808,Premium Gas,2020-01-15,16.0
10808,Premium Gas,2020-01-16,29.0
10808,Premium Gas,2020-01-17,28.0
10808,Premium Gas,2020-01-18,14.0
10808,Premium Gas,2020-01-19,27.0
10808,Premium Gas,2020-01-20,13.0
10808,Premium Gas,2020-01-21,36.0
10808,Premium Gas,2020-01-22,16.0
10808,Premium Gas,2020-01-23,16.0
10808,Premium Gas,2020-01-24,36.0
10808,Premium Gas,2020-01-25,13.0
10808,Premium Gas,2020-01-26,15.0
10808,Premium Gas,2020-01-27,20.0
10808,Premium Gas,2020-01-28,22.0
10808,Premium Gas,2020-01-29,14.0
10808,Premium Gas,2020-01-30,31.0
10808,Premium Gas,2020-01-31,37.0
10808,Premium Gas,2020-02-01,22.0
10808,Premium Gas,2020-02-02,14.0
10808,Premium Gas,2020-02-03,20.0
10808,Premium Gas,2020-02-04,32.0
10808,Premium Gas,2020-02-05,1.0
10808,Premium Gas,2020-02-06,8.0
10808,Premium Gas,2020-02-07,17.0
10808,Premium Gas,2020-02-08,-26.0
10808,Premium Gas,2020-02-09,12.0
10808,Premium Gas,2020-02-10,25.0
10808,Premium Gas,2020-02-11,12.0
10808,Premium Gas,2020-02-12,13.0
10808,Premium Gas,2020-02-13,9.0
10808,Premium Gas,2020-02-14,33.0
10808,Premium Gas,2020-02-15,12.0
10808,Premium Gas,2020-02-16,17.0
10808,Premium Gas,2020-02-17,15.0
10808,Premium Gas,2020-02-18,29.0
10808,Premium Gas,2020-02-19,22.0
10808,Premium Gas,2020-02-20,16.0
10808,Premium Gas,2020-02-21,43.0
10808,Premium Gas,2020-02-22,40.0
10808,Premium Gas,2020-02-23,11.0
10808,Premium Gas,2020-02-24,15.0
10808,Premium Gas,2020-02-25,53.0
10808,Premium Gas,2020-02-26,19.0
10808,Premium Gas,2020-02-27,11.0
10808,Premium Gas,2020-02-28,33.0
10808,Premium Gas,2020-02-29,89.0
10808,Premium Gas,2020-03-01,13.0
10808,Premium Gas,2020-03-02,34.0
10808,Premium Gas,2020-03-03,39.0
10808,Premium Gas,2020-03-04,21.0
10808,Premium Gas,2020-03-05,16.0
10808,Premium Gas,2020-03-06,52.0
10808,Premium Gas,2020-03-07,5.0
10808,Premium Gas,2020-03-08,15.0
10808,Premium Gas,2020-03-09,19.0
10808,Premium Gas,2020-03-10,12.0
10808,Premium Gas,2020-03-11,13.0
10808,Premium Gas,2020-03-12,7.0
10808,Premium Gas,2020-03-13,5.0
10808,Premium Gas,2020-03-14,18.0
10808,Premium Gas,2020-03-15,10.0
10808,Premium Gas,2020-03-16,12.0
10808,Premium Gas,2020-03-17,3.0
10808,Premium Gas,2020-03-18,11.0
10808,Premium Gas,2020-03-19,9.0
10808,Premium Gas,2020-03-20,15.0
10808,Premium Gas,2020-03-21,11.0
10808,Premium Gas,2020-03-22,5.0
10808,Premium Gas,2020-03-23,7.0
10808,Premium Gas,2020-03-24,7.0
10808,Premium Gas,2020-03-25,-39.0
10808,Premium Gas,2020-03-26,3.0
10808,Premium Gas,2020-03-27,5.0
10808,Premium Gas,2020-03-28,3.0
10808,Premium Gas,2020-03-29,1.0
10808,Premium Gas,2020-03-30,0.0
10808,Premium Gas,2020-03-31,1.0
10808,Premium Gas,2020-04-01,-0.31
10808,Premium Gas,2020-04-02,-1.94
10808,Premium Gas,2020-04-03,-0.72
10808,Premium Gas,2020-04-04,-4.59
10808,Premium Gas,2020-04-05,-0.98
10808,Premium Gas,2020-04-06,-0.58
10808,Premium Gas,2020-04-07,-14.05
10808,Premium Gas,2020-04-08,-8.15
10808,Premium Gas,2020-04-09,-9.74
10808,Premium Gas,2020-04-10,-10.67
10808,Premium Gas,2020-04-11,-0.7
10808,Premium Gas,2020-04-12,-5.0
10808,Premium Gas,2020-04-14,-9.29
10808,Premium Gas,2020-04-15,-11.94
10808,Premium Gas,2020-04-16,-13.98
10808,Premium Gas,2020-04-17,-7.28
10808,Premium Gas,2020-04-18,-9.56
10808,Premium Gas,2020-04-19,-6.19
10808,Premium Gas,2020-04-20,-14.83
10808,Premium Gas,2020-04-21,-15.66
10808,Premium Gas,2020-04-22,-11.25
10808,Premium Gas,2020-04-23,-16.89
10808,Premium Gas,2020-04-24,-9.85
10808,Premium Gas,2020-04-25,-6.36
10808,Premium Gas,2020-04-26,-9.63
10808,Premium Gas,2020-04-27,-22.92
10808,Premium Gas,2020-04-28,-9.93
10808,Premium Gas,2020-04-29,-25.6
10808,Premium Gas,2020-04-30,-11.53
10808,Premium Gas,2020-05-01,-23.8
10808,Premium Gas,2020-05-02,-16.32
10808,Premium Gas,2020-05-03,-18.12
10808,Premium Gas,2020-05-04,-14.32
10808,Premium Gas,2020-05-05,-16.74
10808,Premium Gas,2020-05-06,-17.64
10808,Premium Gas,2020-05-07,-13.36
10808,Premium Gas,2020-05-08,-9.09
10808,Premium Gas,2020-05-09,-5.16
10808,Premium Gas,2020-05-10,-5.15
10808,Premium Gas,2020-05-11,10.66
10808,Premium Gas,2020-05-12,12.27
10808,Premium Gas,2020-05-13,36.19
10808,Premium Gas,2020-05-14,24.76
10808,Premium Gas,2020-05-15,11.97
10808,Premium Gas,2020-05-16,9.2
10808,Premium Gas,2020-05-17,16.49
10808,Premium Gas,2020-05-18,19.99
10808,Premium Gas,2020-05-19,19.04
10808,Premium Gas,2020-05-20,17.85
10808,Premium Gas,2020-05-21,22.29
10808,Premium Gas,2020-05-22,34.89
10808,Premium Gas,2020-05-23,35.51
10808,Premium Gas,2020-05-24,16.37
10808,Premium Gas,2020-05-25,3.29
10808,Premium Gas,2020-05-26,24.82
10808,Premium Gas,2020-05-27,6.91
10808,Premium Gas,2020-05-28,23.38
10808,Premium Gas,2020-05-29,13.51
10808,Premium Gas,2020-05-30,32.87
10808,Premium Gas,2020-05-31,14.51
10808,Premium Gas,2020-06-01,27.12
10808,Premium Gas,2020-06-02,2.28
10808,Premium Gas,2020-06-03,74.25
10808,Premium Gas,2020-06-04,23.44
10808,Premium Gas,2020-06-05,50.89
10808,Premium Gas,2020-06-06,46.84
10808,Premium Gas,2020-06-07,14.13
10808,Premium Gas,2020-06-08,47.84
10808,Premium Gas,2020-06-09,9.46
10808,Premium Gas,2020-06-10,45.49
10808,Premium Gas,2020-06-11,25.0
10808,Premium Gas,2020-06-12,57.53
10808,Premium Gas,2020-06-13,82.62
10808,Premium Gas,2020-06-14,35.34
10808,Premium Gas,2020-06-15,46.53
10808,Premium Gas,2020-06-16,25.21
10808,Premium Gas,2020-06-17,31.47
10808,Premium Gas,2020-06-18,18.49
10808,Premium Gas,2020-06-19,36.17
10808,Premium Gas,2020-06-20,47.87
10808,Premium Gas,2020-06-21,15.65
10808,Premium Gas,2020-06-22,30.83
10808,Premium Gas,2020-06-23,18.4
10808,Premium Gas,2020-06-24,39.6
10808,Premium Gas,2020-06-25,45.71
10808,Premium Gas,2020-06-26,93.35
10808,Premium Gas,2020-06-27,28.75
10808,Premium Gas,2020-06-28,31.15
10808,Premium Gas,2020-06-29,69.8
10808,Premium Gas,2020-06-30,76.17
10808,Premium Gas,2020-07-01,17.48
10808,Premium Gas,2020-07-02,39.17
10808,Premium Gas,2020-07-03,58.79
10808,Premium Gas,2020-07-04,52.78
10808,Premium Gas,2020-07-05,13.34
10808,Premium Gas,2020-07-06,44.53
10808,Premium Gas,2020-07-07,34.81
10808,Premium Gas,2020-07-08,41.17
10808,Premium Gas,2020-07-10,43.97
10808,Premium Gas,2020-07-11,32.09
10808,Premium Gas,2020-07-12,24.38
10808,Premium Gas,2020-07-13,8.47
10808,Premium Gas,2020-07-14,23.73
10808,Premium Gas,2020-07-15,21.19
10808,Premium Gas,2020-07-16,46.35
10808,Premium Gas,2020-07-17,54.73
10808,Premium Gas,2020-07-18,50.49
10808,Premium Gas,2020-07-19,28.71
10808,Premium Gas,2020-07-20,46.86
10808,Premium Gas,2020-07-21,47.64
10808,Premium Gas,2020-07-22,41.79
10808,Premium Gas,2020-07-23,41.56
10808,Premium Gas,2020-07-24,35.82
10808,Premium Gas,2020-07-25,47.27
10808,Premium Gas,2020-07-26,25.15
10808,Premium Gas,2020-07-27,15.55
10808,Premium Gas,2020-07-28,14.69
10808,Premium Gas,2020-07-29,21.95
10808,Premium Gas,2020-07-30,32.43
10808,Premium Gas,2020-07-31,4.66
10808,Premium Gas,2020-08-01,18.54
10808,Premium Gas,2020-08-02,13.64
10808,Premium Gas,2020-08-03,22.34
10808,Premium Gas,2020-08-04,7.31
10808,Premium Gas,2020-08-05,36.87
10808,Premium Gas,2020-08-06,34.06
10808,Premium Gas,2020-08-07,40.46
10808,Premium Gas,2020-08-08,9.79
10808,Premium Gas,2020-08-09,38.18
10808,Premium Gas,2020-08-10,25.86
10808,Premium Gas,2020-08-11,29.4
10808,Premium Gas,2020-08-12,14.69
10808,Premium Gas,2020-08-13,63.13
10808,Premium Gas,2020-08-14,33.88
10808,Premium Gas,2020-08-15,33.35
10808,Premium Gas,2020-08-16,11.98
10808,Premium Gas,2020-08-17,47.85
10808,Premium Gas,2020-08-18,47.62
10808,Premium Gas,2020-08-19,50.44
10808,Premium Gas,2020-08-20,42.91
10808,Premium Gas,2020-08-21,26.79
10808,Premium Gas,2020-08-22,38.89
10808,Premium Gas,2020-08-23,6.94
10808,Premium Gas,2020-08-24,22.49
10808,Premium Gas,2020-08-25,52.05
10808,Premium Gas,2020-08-26,54.15
10808,Premium Gas,2020-08-27,51.91
10808,Premium Gas,2020-08-28,48.41
10808,Premium Gas,2020-08-29,8.07
10808,Premium Gas,2020-08-30,17.5
10808,Premium Gas,2020-08-31,47.08
10808,Premium Gas,2020-09-01,30.66
10808,Premium Gas,2020-09-02,31.43
10808,Premium Gas,2020-09-03,14.16
10808,Premium Gas,2020-09-04,22.84
10808,Premium Gas,2020-09-05,19.61
10808,Premium Gas,2020-09-06,29.36
10808,Premium Gas,2020-09-07,35.36
10808,Premium Gas,2020-09-08,55.16
10808,Premium Gas,2020-09-09,13.81
10808,Premium Gas,2020-09-10,26.43
10808,Premium Gas,2020-09-11,32.8
10808,Premium Gas,2020-09-12,15.2
10808,Premium Gas,2020-09-13,2.28
10808,Premium Gas,2020-09-14,27.2
10808,Premium Gas,2020-09-15,41.54
10808,Premium Gas,2020-09-16,25.23
10808,Premium Gas,2020-09-17,49.78
10808,Premium Gas,2020-09-18,7.39
10808,Premium Gas,2020-09-19,22.81
10808,Premium Gas,2020-09-20,22.65
10808,Premium Gas,2020-09-21,17.1
10808,Premium Gas,2020-09-22,25.68
10808,Premium Gas,2020-09-23,20.55
10808,Premium Gas,2020-09-24,51.93
10808,Premium Gas,2020-09-25,25.11
10808,Premium Gas,2020-09-26,26.51
10808,Premium Gas,2020-09-27,36.06
10808,Premium Gas,2020-09-28,10.17
10808,Premium Gas,2020-09-29,30.99
10808,Premium Gas,2020-09-30,16.26
10808,Premium Gas,2020-10-01,29.07
10808,Premium Gas,2020-10-02,68.75
10808,Premium Gas,2020-10-03,37.03
10808,Premium Gas,2020-10-04,3.85
10808,Premium Gas,2020-10-05,25.71
10808,Premium Gas,2020-10-06,23.48
10808,Premium Gas,2020-10-07,55.97
10808,Premium Gas,2020-10-08,36.46
10808,Premium Gas,2020-10-09,71.45
10808,Premium Gas,2020-10-10,60.05
10808,Premium Gas,2020-10-11,43.93
10808,Premium Gas,2020-10-12,35.41
10808,Premium Gas,2020-10-13,25.04
10808,Premium Gas,2020-10-14,23.87
10808,Premium Gas,2020-10-15,48.34
10808,Premium Gas,2020-10-16,39.61
10808,Premium Gas,2020-10-17,20.53
10808,Premium Gas,2020-10-18,30.62
10808,Premium Gas,2020-10-19,20.48
10808,Premium Gas,2020-10-20,26.35
10808,Premium Gas,2020-10-21,25.69
10808,Premium Gas,2020-10-22,2.83
10808,Premium Gas,2020-10-23,53.84
10808,Premium Gas,2020-10-24,35.67
10808,Premium Gas,2020-10-25,39.14
10808,Premium Gas,2020-10-26,12.02
10808,Premium Gas,2020-10-27,24.78
10808,Premium Gas,2020-10-28,36.81
10808,Premium Gas,2020-10-29,33.4
10808,Premium Gas,2020-10-30,32.31
10808,Premium Gas,2020-10-31,38.53
10808,Premium Gas,2020-11-01,15.24
10808,Premium Gas,2020-11-02,8.84
10808,Premium Gas,2020-11-03,29.54
10808,Premium Gas,2020-11-04,33.77
10808,Premium Gas,2020-11-05,30.45
10808,Premium Gas,2020-11-06,24.03
10808,Premium Gas,2020-11-07,59.09
10808,Premium Gas,2020-11-08,21.42
10808,Premium Gas,2020-11-09,25.97
10808,Premium Gas,2020-11-10,24.46
10808,Premium Gas,2020-11-11,27.2
10808,Premium Gas,2020-11-12,43.92
10808,Premium Gas,2020-11-13,30.1
10808,Premium Gas,2020-11-14,16.77
10808,Premium Gas,2020-11-15,9.2
10808,Premium Gas,2020-11-16,12.95
10808,Premium Gas,2020-11-17,11.19
10808,Premium Gas,2020-11-18,21.62
10808,Premium Gas,2020-11-19,10.05
10808,Premium Gas,2020-11-20,23.07
10808,Premium Gas,2020-11-21,17.79
10808,Premium Gas,2020-11-22,7.0
10808,Premium Gas,2020-11-23,31.43
10808,Premium Gas,2020-11-24,42.46
10808,Premium Gas,2020-11-25,30.39
10808,Premium Gas,2020-11-26,25.54
10808,Premium Gas,2020-11-27,45.78
10808,Premium Gas,2020-11-28,7.26
10808,Premium Gas,2020-12-02,25.31
10808,Premium Gas,2020-12-03,19.9
10808,Premium Gas,2020-12-04,43.01
10808,Premium Gas,2020-12-05,47.36
10808,Premium Gas,2020-12-06,9.29
10808,Premium Gas,2020-12-07,43.9
10808,Premium Gas,2020-12-08,23.85
10808,Premium Gas,2020-12-09,26.62
10808,Premium Gas,2020-12-10,52.17
10808,Premium Gas,2020-12-11,54.85
10808,Premium Gas,2020-12-12,27.64
10808,Premium Gas,2020-12-14,22.91
10808,Premium Gas,2020-12-15,46.26
10808,Premium Gas,2020-12-16,27.63
10808,Premium Gas,2020-12-17,22.36
10808,Premium Gas,2020-12-18,38.39
10808,Premium Gas,2020-12-19,19.85
10808,Premium Gas,2020-12-20,36.49
10808,Premium Gas,2020-12-21,43.4
10808,Premium Gas,2020-12-22,60.08
10808,Premium Gas,2020-12-23,15.4
10808,Premium Gas,2020-12-24,22.43
10808,Premium Gas,2020-12-25,13.0
10808,Premium Gas,2020-12-26,42.64
10808,Premium Gas,2020-12-27,34.69
10808,Premium Gas,2020-12-28,43.97
10808,Premium Gas,2020-12-29,30.31
10808,Premium Gas,2020-12-30,33.54
10808,Premium Gas,2020-12-31,19.62
10818,Unleaded Gas,2019-01-03,0.0
10818,Unleaded Gas,2019-01-10,0.0
10818,Unleaded Gas,2019-01-13,0.0
10818,Unleaded Gas,2019-02-08,16.4
10818,Unleaded Gas,2019-02-09,95.71
10818,Unleaded Gas,2019-02-10,106.49
10818,Unleaded Gas,2019-02-11,75.47
10818,Unleaded Gas,2019-02-12,98.74
10818,Unleaded Gas,2019-02-13,105.79
10818,Unleaded Gas,2019-02-14,125.96
10818,Unleaded Gas,2019-02-15,221.6
10818,Unleaded Gas,2019-02-16,58.66
10818,Unleaded Gas,2019-02-17,114.33
10818,Unleaded Gas,2019-02-18,113.32
10818,Unleaded Gas,2019-02-19,51.61
10818,Unleaded Gas,2019-02-20,55.74
10818,Unleaded Gas,2019-02-21,102.41
10818,Unleaded Gas,2019-02-22,68.71
10818,Unleaded Gas,2019-02-23,80.33
10818,Unleaded Gas,2019-02-24,95.5
10818,Unleaded Gas,2019-02-25,75.98
10818,Unleaded Gas,2019-02-26,93.5
10818,Unleaded Gas,2019-02-27,107.06
10818,Unleaded Gas,2019-02-28,164.96
10818,Unleaded Gas,2019-03-01,368.84
10818,Unleaded Gas,2019-03-02,329.28
10818,Unleaded Gas,2019-03-03,205.58
10818,Unleaded Gas,2019-03-04,206.94
10818,Unleaded Gas,2019-03-05,236.74
10818,Unleaded Gas,2019-03-06,332.49
10818,Unleaded Gas,2019-03-07,361.6
10818,Unleaded Gas,2019-03-08,392.14
10818,Unleaded Gas,2019-03-09,13.15
10818,Unleaded Gas,2019-03-10,7.12
10818,Unleaded Gas,2019-03-11,-4.69
10818,Unleaded Gas,2019-03-12,33.66
10818,Unleaded Gas,2019-03-13,103.47
10818,Unleaded Gas,2019-03-14,157.96
10818,Unleaded Gas,2019-03-15,213.49
10818,Unleaded Gas,2019-03-16,166.63
10818,Unleaded Gas,2019-03-17,152.55
10818,Unleaded Gas,2019-03-18,167.17
10818,Unleaded Gas,2019-03-19,211.32
10818,Unleaded Gas,2019-03-20,175.5
10818,Unleaded Gas,2019-03-21,186.71
10818,Unleaded Gas,2019-03-22,291.84
10818,Unleaded Gas,2019-03-23,261.05
10818,Unleaded Gas,2019-03-24,193.68
10818,Unleaded Gas,2019-03-25,180.46
10818,Unleaded Gas,2019-03-26,222.08
10818,Unleaded Gas,2019-03-27,248.44
10818,Unleaded Gas,2019-03-28,241.2
10818,Unleaded Gas,2019-03-29,254.0
10818,Unleaded Gas,2019-03-30,229.56
10818,Unleaded Gas,2019-03-31,257.2
10818,Unleaded Gas,2019-04-01,225.27
10818,Unleaded Gas,2019-04-02,270.99
10818,Unleaded Gas,2019-04-03,246.76
10818,Unleaded Gas,2019-04-04,233.44
10818,Unleaded Gas,2019-04-05,320.74
10818,Unleaded Gas,2019-04-06,260.06
10818,Unleaded Gas,2019-04-07,215.1
10818,Unleaded Gas,2019-04-08,210.91
10818,Unleaded Gas,2019-04-09,187.38
10818,Unleaded Gas,2019-04-10,277.71
10818,Unleaded Gas,2019-04-11,276.81
10818,Unleaded Gas,2019-04-12,381.55
10818,Unleaded Gas,2019-04-13,383.29
10818,Unleaded Gas,2019-04-14,344.2
10818,Unleaded Gas,2019-04-15,332.51
10818,Unleaded Gas,2019-04-16,314.2
10818,Unleaded Gas,2019-04-17,370.07
10818,Unleaded Gas,2019-04-18,344.87
10818,Unleaded Gas,2019-04-19,351.26
10818,Unleaded Gas,2019-04-20,303.02
10818,Unleaded Gas,2019-04-21,228.71
10818,Unleaded Gas,2019-04-22,283.31
10818,Unleaded Gas,2019-04-23,264.23
10818,Unleaded Gas,2019-04-24,204.41
10818,Unleaded Gas,2019-04-25,244.94
10818,Unleaded Gas,2019-04-26,250.29
10818,Unleaded Gas,2019-04-27,213.42
10818,Unleaded Gas,2019-04-28,212.6
10818,Unleaded Gas,2019-04-29,171.3
10818,Unleaded Gas,2019-04-30,194.99
10818,Unleaded Gas,2019-05-01,155.46
10818,Unleaded Gas,2019-05-02,99.96
10818,Unleaded Gas,2019-05-03,107.7
10818,Unleaded Gas,2019-05-04,153.86
10818,Unleaded Gas,2019-05-05,125.49
10818,Unleaded Gas,2019-05-06,141.46
10818,Unleaded Gas,2019-05-07,131.2
10818,Unleaded Gas,2019-05-08,159.3
10818,Unleaded Gas,2019-05-09,154.34
10818,Unleaded Gas,2019-05-10,146.42
10818,Unleaded Gas,2019-05-11,171.24
10818,Unleaded Gas,2019-05-12,192.17
10818,Unleaded Gas,2019-05-13,164.36
10818,Unleaded Gas,2019-05-14,290.98
10818,Unleaded Gas,2019-05-15,287.43
10818,Unleaded Gas,2019-05-16,293.41
10818,Unleaded Gas,2019-05-17,269.89
10818,Unleaded Gas,2019-05-18,244.68
10818,Unleaded Gas,2019-05-19,235.49
10818,Unleaded Gas,2019-05-20,250.79
10818,Unleaded Gas,2019-05-21,263.42
10818,Unleaded Gas,2019-05-22,307.99
10818,Unleaded Gas,2019-05-23,389.35
10818,Unleaded Gas,2019-05-24,303.26
10818,Unleaded Gas,2019-05-25,231.35
10818,Unleaded Gas,2019-05-26,233.47
10818,Unleaded Gas,2019-05-27,314.69
10818,Unleaded Gas,2019-05-28,396.88
10818,Unleaded Gas,2019-05-29,420.63
10818,Unleaded Gas,2019-05-30,384.53
10818,Unleaded Gas,2019-05-31,408.69
10818,Unleaded Gas,2019-06-01,346.11
10818,Unleaded Gas,2019-06-02,344.97
10818,Unleaded Gas,2019-06-03,355.08
10818,Unleaded Gas,2019-06-04,55.4
10818,Unleaded Gas,2019-06-05,353.74
10818,Unleaded Gas,2019-06-06,712.68
10818,Unleaded Gas,2019-06-07,905.22
10818,Unleaded Gas,2019-06-08,808.21
10818,Unleaded Gas,2019-06-09,733.3
10818,Unleaded Gas,2019-06-10,633.4
10818,Unleaded Gas,2019-06-11,665.71
10818,Unleaded Gas,2019-06-12,701.04
10818,Unleaded Gas,2019-06-13,613.93
10818,Unleaded Gas,2019-06-14,749.48
10818,Unleaded Gas,2019-06-15,672.7
10818,Unleaded Gas,2019-06-16,477.83
10818,Unleaded Gas,2019-06-17,565.34
10818,Unleaded Gas,2019-06-18,596.46
10818,Unleaded Gas,2019-06-19,610.31
10818,Unleaded Gas,2019-06-20,689.13
10818,Unleaded Gas,2019-06-21,770.59
10818,Unleaded Gas,2019-06-22,542.19
10818,Unleaded Gas,2019-06-23,493.94
10818,Unleaded Gas,2019-06-24,402.27
10818,Unleaded Gas,2019-06-25,405.02
10818,Unleaded Gas,2019-06-26,409.18
10818,Unleaded Gas,2019-06-27,387.16
10818,Unleaded Gas,2019-06-28,504.09
10818,Unleaded Gas,2019-06-29,403.64
10818,Unleaded Gas,2019-06-30,380.33
10818,Unleaded Gas,2019-07-01,331.6
10818,Unleaded Gas,2019-07-02,291.9
10818,Unleaded Gas,2019-07-03,331.46
10818,Unleaded Gas,2019-07-04,258.43
10818,Unleaded Gas,2019-07-05,288.57
10818,Unleaded Gas,2019-07-06,226.66
10818,Unleaded Gas,2019-07-07,219.18
10818,Unleaded Gas,2019-07-08,268.66
10818,Unleaded Gas,2019-07-09,320.67
10818,Unleaded Gas,2019-07-10,279.66
10818,Unleaded Gas,2019-07-11,338.68
10818,Unleaded Gas,2019-07-12,256.12
10818,Unleaded Gas,2019-07-13,135.37
10818,Unleaded Gas,2019-07-14,110.39
10818,Unleaded Gas,2019-07-15,124.67
10818,Unleaded Gas,2019-07-16,159.46
10818,Unleaded Gas,2019-07-17,170.5
10818,Unleaded Gas,2019-07-18,283.9
10818,Unleaded Gas,2019-07-19,398.9
10818,Unleaded Gas,2019-07-20,333.51
10818,Unleaded Gas,2019-07-21,339.99
10818,Unleaded Gas,2019-07-22,268.25
10818,Unleaded Gas,2019-07-23,297.52
10818,Unleaded Gas,2019-07-24,363.43
10818,Unleaded Gas,2019-07-25,435.73
10818,Unleaded Gas,2019-07-26,493.13
10818,Unleaded Gas,2019-07-27,387.57
10818,Unleaded Gas,2019-07-28,360.32
10818,Unleaded Gas,2019-07-29,342.06
10818,Unleaded Gas,2019-07-30,402.06
10818,Unleaded Gas,2019-07-31,414.84
10818,Unleaded Gas,2019-08-01,386.57
10818,Unleaded Gas,2019-08-02,368.8
10818,Unleaded Gas,2019-08-03,341.44
10818,Unleaded Gas,2019-08-04,312.6
10818,Unleaded Gas,2019-08-05,278.49
10818,Unleaded Gas,2019-08-06,272.59
10818,Unleaded Gas,2019-08-07,427.92
10818,Unleaded Gas,2019-08-08,432.13
10818,Unleaded Gas,2019-08-09,373.78
10818,Unleaded Gas,2019-08-10,355.51
10818,Unleaded Gas,2019-08-11,392.41
