LocationID,ShipToNumber,StoreBrand,FuelBrand,ShipToCity,ShipToState,ShipToCountry,Latitude,Longitude
872,823777800,Mobil,Mobil,GANSEVOORT,NY,US,43.23947,-73.6861
873,262070600,Unknown,Unknown,MIDDLETOWN,NY,US,41.45447,-74.39552
874,908449200,Sunoco,Sunoco,GOSHEN,NY,US,41.400847,-74.325516
875,483992400,Sunoco,Sunoco,BRONX,NY,US,40.849939,-73.787359
876,101748200,Sunoco,Sunoco,BALDWIN PLACE,NY,US,41.34167,-73.76441
877,52536000,Unknown,Unknown,OLIVE BRIDGE,NY,US,41.89254,-74.28736
878,823427000,Mobil,Mobil,HIGHLAND,NY,US,41.69274,-74.00962
879,672657400,Sunoco,Sunoco,MONROE,NY,US,41.37964,-74.174066
880,551727100,Sunoco,Sunoco,NANUET,NY,US,41.079429,-74.014061
881,594016800,Sunoco,Sunoco,BRONX,NY,US,40.90741,-73.90359
882,10270700,Unknown,Unknown,DUBLIN,VA,US,37.08303,-80.69027
883,101302801,Exxon,Exxon,ABERDEEN,MD,US,39.50945,-76.16347
884,720665900,Sunoco,Sunoco,MIDLOTHIAN,VA,US,37.404372,-77.662004
885,64184503,Exxon,Exxon,NASHVILLE,TN,US,36.065829,-86.415279
886,279169702,Unknown,Unknown,OLD HICKORY,TN,US,29.5718632,-95.5448
887,665688803,Unknown,Unknown,NASHVILLE,TN,US,36.162288,-86.423352
888,822426303,Unknown,Unknown,GALLATIN,TN,US,36.384141,-86.456985
889,863984103,Exxon,Exxon,NASHVILLE,TN,US,36.112658,-86.746056
890,983008403,Unknown,Unknown,NASHVILLE,TN,US,36.201175,-86.739405
891,428219000,Valero,Valero,MIDDLETOWN,NY,US,41.4309273,-74.42304
892,964673800,Exxon,Exxon,LOCH SHELDRAKE,NY,US,41.77044,-74.65802
893,726311400,Sunoco,Sunoco,HOPEWELL JUNCTON,NY,US,41.595931,-73.795511
894,207783200,Sunoco,Sunoco,MOUNT IVY,NY,US,41.18659,-74.03425
895,336398300,Mobil,Mobil,STONY POINT,NY,US,41.21637,-73.98668
896,368094900,Sunoco,Sunoco,PAWLING,NY,US,41.56203,-73.60227
897,420417800,Sunoco,Sunoco,MARLBORO,NY,US,41.604568,-73.972024
898,411629900,Sunoco,Sunoco,AVERILL PARK,NY,US,42.64224,-73.57459
899,538417700,Mobil,Mobil,MIDDLETOWN,NY,US,41.46195,-74.37481
900,567497300,Mobil,Mobil,CENTRAL VALLEY,NY,US,41.32226,-74.12404
901,515127900,Sunoco,Sunoco,STONY POINT,NY,US,41.22084,-74.01658
902,317731800,Mobil,Mobil,MONTGOMERY,NY,US,41.51327,-74.207831
903,723558300,Exxon,Exxon,LEESBURG,VA,US,39.08876,-77.56055
904,767554902,Exxon,Exxon,BEL AIR,MD,US,39.52166,-76.34658
905,575101102,Sunoco,Sunoco,FOREST HILL,MD,US,39.57331,-76.38503
906,516176502,Exxon,Exxon,ABINGDON,MD,US,39.46774,-76.31085
907,476321501,Exxon,Exxon,ROCKVILLE,MD,US,39.08589,-77.15294
908,40405302,Exxon,Exxon,SMYRNA,TN,US,35.9672,-86.49485
909,311555701,Mobil,Mobil,MIDDLETOWN,NY,US,41.44802,-74.43101
910,229319900,Exxon,Exxon,CHESTERFIELD,VA,US,37.29602,-77.49681
911,260136701,Exxon,Exxon,STERLING,VA,US,38.96408,-77.44835
912,407962000,Exxon,Exxon,BALTIMORE,MD,US,39.32996,-76.43973
913,425977600,Sunoco,Sunoco,COPIAGUE,NY,US,40.69239,-73.39872
914,515127901,Sunoco,Sunoco,STONY POINT,NY,US,41.22084,-74.01658
915,601584600,Mobil,Mobil,ALBANY,NY,US,42.71567,-73.81201
916,19103100,Exxon,Exxon,BETHESDA,MD,US,38.94293,-77.11476
917,73177800,Exxon,Exxon,HOPEWELL,VA,US,37.26476,-77.32332
918,79729000,Exxon,Exxon,ALBANY,NY,US,0,0
919,181530700,Sunoco,Sunoco,DANBURY,CT,US,41.44265,-73.47327
920,187408000,Sunoco,Sunoco,RICHMOND,VA,US,37.51799,-77.44864
921,848745600,Mobil,Mobil,WALDEN,NY,US,41.56089,-74.18677
922,691052500,Exxon,Exxon,GERMANTOWN,MD,US,39.20248,-77.24548
923,907290101,Exxon,Exxon,OWINGS MILLS,MD,US,39.40404,-76.79009
924,612087700,Sunoco,Sunoco,LAWRENCEVILLE,VA,US,36.75367,-77.84908
925,328997200,Exxon,Exxon,COLONIAL HEIGHTS,VA,US,37.27717,-77.41213
926,115132301,Exxon,Exxon,COLUMBIA,MD,US,39.18788,-76.79865
927,924988900,Exxon,Exxon,GLEN BURNIE,MD,US,39.1524,-76.6178
928,19103101,Exxon,Exxon,BETHESDA,MD,US,38.94293,-77.11476
929,848745601,Mobil,Mobil,WALDEN,NY,US,41.56089,-74.18677
930,573493401,Unknown,Unknown,NASHVILLE,TN,US,36.1335678,-86.72021
931,200233500,Exxon,Exxon,ASHBURN,VA,US,39.04893,-77.45421
932,138336301,Unknown,Unknown,NASHVILLE,TN,US,35.99153,-86.6834
933,673546801,Unknown,Unknown,BEALETON,VA,US,32.9406128,-97.09505
934,768922701,Mobil,Mobil,HIGHLAND,NY,US,41.72808,-73.96137
935,807980801,Mobil,Mobil,MONTGOMERY,NY,US,41.52713,-74.20085
936,101960301,Mobil,Mobil,FISHKILL,NY,US,41.52617,-73.92059
937,552097803,Sunoco,Sunoco,STERLING,VA,US,38.9640465,-77.44754
938,282468803,Unknown,Unknown,ALDIE,VA,US,0,0
939,766080602,Unknown,Unknown,BRISTOW,VA,US,0,0
940,364787201,Exxon,Exxon,GLEN BURNIE,MD,US,39.13082,-76.63895
941,234283001,Exxon,Exxon,ELDERSBURG,MD,US,39.40412,-76.95058
942,574882700,Sunoco,Sunoco,CHESTERFIELD,VA,US,37.481035,-77.582953
943,379710700,Exxon,Exxon,HENDERSONVL,TN,US,36.31275,-86.59516
944,130038300,Exxon,Exxon,ELLICOTT CITY,MD,US,39.25452,-76.81828
945,750823700,Exxon,Exxon,COLUMBIA,MD,US,39.17765,-76.84454
946,823712500,Exxon,Exxon,BALTIMORE,MD,US,39.34239,-76.63993
947,188814800,Exxon,Exxon,BALTIMORE,MD,US,39.37705,-76.6268
948,976622100,Exxon,Exxon,HANOVER,MD,US,39.15478,-76.72261
949,510798200,Exxon,Exxon,ANNAPOLIS,MD,US,38.98517,-76.55641
950,121074900,Exxon,Exxon,CHESTER,MD,US,38.97656,-76.28121
951,791376700,Exxon,Exxon,ELKRIDGE,MD,US,39.20845,-76.77697
952,576355200,Exxon,Exxon,COLUMBIA,MD,US,39.22817,-76.81343
953,770352300,Exxon,Exxon,ELKRIDGE,MD,US,39.18383,-76.76401
954,65997900,Exxon,Exxon,FREDERICK,MD,US,39.39898,-77.34738
955,853750800,Exxon,Exxon,BOYDTON,VA,US,36.61505,-78.307
956,262020100,Exxon,Exxon,NASHVILLE,TN,US,36.23204,-86.75883
957,813649100,Exxon,Exxon,NASHVILLE,TN,US,36.20675,-86.77787
958,73767600,Exxon,Exxon,NASHVILLE,TN,US,36.19373,-86.83126
959,742775000,Exxon,Exxon,NASHVILLE,TN,US,36.1881,-86.79841
960,65019200,Exxon,Exxon,MURFREESBORO,TN,US,35.8134,-86.44576
961,911191500,Exxon,Exxon,LEWISBURG,TN,US,35.47924,-86.8075
962,808453500,Shell,Shell,COOKEVILLE,TN,US,36.17393,-85.5471
963,406870600,Shell,Shell,COOKEVILLE,TN,US,36.13678,-85.50237
964,713954600,Exxon,Exxon,CHICKAMAUGA,GA,US,34.88283,-85.27078
965,220597900,Exxon,Exxon,NASHVILLE,TN,US,36.16603,-86.76636
966,9488800,Exxon,Exxon,NASHVILLE,TN,US,36.16043,-86.79453
967,579132200,Exxon,Exxon,NASHVILLE,TN,US,36.15724,-86.78613
968,321186900,Exxon,Exxon,NASHVILLE,TN,US,36.13938,-86.81914
969,757557400,Exxon,Exxon,NASHVILLE,TN,US,36.13423,-86.77908
970,450232400,Exxon,Exxon,LA VERGNE,TN,US,36.0112,-86.54394
971,236064200,Mobil,Mobil,CHATTANOOGA,TN,US,35.10442,-85.27352
972,923839500,Exxon,Exxon,MURFREESBORO,TN,US,35.8442,-86.47009
973,58674300,Shell,Shell,CHATTANOOGA,TN,US,35.05377,-85.12755
974,628233900,Exxon,Exxon,ANTIOCH,TN,US,36.02812,-86.59006
975,969131200,Exxon,Exxon,GOODLETTSVILLE,TN,US,36.32485,-86.70239
976,245302500,Exxon,Exxon,MADISON,TN,US,36.25475,-86.71554
977,836629600,Exxon,Exxon,MURFREESBORO,TN,US,35.7861,-86.4007
978,133602300,Exxon,Exxon,RINGGOLD,GA,US,34.9058,-85.13082
979,155125800,Shell,Shell,OOLTEWAH,TN,US,35.08658,-85.07234
980,963498100,Exxon,Exxon,FRANKLIN,TN,US,35.9461,-86.82534
981,252870100,Exxon,Exxon,NASHVILLE,TN,US,36.10184,-86.81785
982,436490700,Exxon,Exxon,NASHVILLE,TN,US,36.10637,-86.81359
983,805497500,Exxon,Exxon,NASHVILLE,TN,US,36.07491,-86.91957
984,229003900,Exxon,Exxon,HERMITAGE,TN,US,36.21521,-86.59764
985,601214000,Exxon,Exxon,HERMITAGE,TN,US,36.18333,-86.60983
986,741639900,Exxon,Exxon,LEBANON,TN,US,36.18619,-86.29727
987,115747800,Exxon,Exxon,MOUNT JULIET,TN,US,36.17351,-86.51306
988,859219800,Exxon,Exxon,MURFREESBORO,TN,US,35.85224,-86.46856
989,119900900,Exxon,Exxon,MURFREESBORO,TN,US,35.81598,-86.39622
990,688411800,Exxon,Exxon,MURFREESBORO,TN,US,35.83614,-86.3734
991,795245000,Exxon,Exxon,MURFREESBORO,TN,US,35.87224,-86.35646
992,464477900,Exxon,Exxon,NASHVILLE,TN,US,36.04601,-86.70868
993,837020700,Exxon,Exxon,NASHVILLE,TN,US,36.08689,-86.69627
994,377216700,Exxon,Exxon,NASHVILLE,TN,US,36.09061,-86.62752
995,341898500,Sunoco,Sunoco,RICHMOND,VA,US,0,0
996,757607700,Sunoco,Sunoco,RICHMOND,VA,US,37.56178,-77.37557
997,588689000,Sunoco,Sunoco,RICHMOND,VA,US,37.48004,-77.51065
998,491643300,Sunoco,Sunoco,RICHMOND,VA,US,37.554581,-77.456226
999,460725500,Sunoco,Sunoco,LA CROSSE,VA,US,36.7094,-78.1086
